time,phase_detrended
4.534999898634850979e+00,-5.295320283693898400e-01
4.539999898523092270e+00,-5.251365596546939685e-01
4.544999898411333561e+00,-5.304845683830325953e-01
4.549999898299574852e+00,-5.335946458139853021e-01
4.554999898187816143e+00,-5.303290905241986319e-01
4.559999898076057434e+00,-5.281242051033769869e-01
4.564999897964298725e+00,-5.196830079639862543e-01
4.569999897852540016e+00,-5.201730680989440359e-01
4.574999897740781307e+00,-5.270856648690320778e-01
4.579999897629022598e+00,-5.487720067093626586e-01
4.584999897517263889e+00,-5.751044307612920292e-01
4.589999897405505180e+00,-5.921120873794445405e-01
4.594999897293746471e+00,-5.933545069376864323e-01
4.599999897181987762e+00,-6.060660581432297800e-01
4.604999897070229053e+00,-6.260961965207669788e-01
4.609999896958470345e+00,-6.385598411960660137e-01
4.614999896846711636e+00,-6.515799486633120363e-01
4.619999896734952927e+00,-6.640208169002965732e-01
4.624999896623194218e+00,-6.816563262990049665e-01
4.629999896511435509e+00,-6.993992657456520323e-01
4.634999896399676800e+00,-7.157857884394547288e-01
4.639999896287918091e+00,-7.449166792251407099e-01
4.644999896176159382e+00,-7.659380589578557164e-01
4.649999896064400673e+00,-7.853733282280854766e-01
4.654999895952641964e+00,-7.997740452877561967e-01
4.659999895840883255e+00,-8.134872963316175376e-01
4.664999895729124546e+00,-8.350136477148635272e-01
4.669999895617365837e+00,-8.522912162845108774e-01
4.674999895505607128e+00,-8.830570492700566820e-01
4.679999895393848419e+00,-9.052902638486435283e-01
4.684999895282089710e+00,-9.350982592648962033e-01
4.689999895170331001e+00,-9.704076815593982719e-01
4.694999895058572292e+00,-9.977570214300612861e-01
4.699999894946813583e+00,-1.030373741675375987e+00
4.704999894835054874e+00,-1.062768907572969601e+00
4.709999894723296165e+00,-1.085235011599205768e+00
4.714999894611537457e+00,-1.113656651410609655e+00
4.719999894499778748e+00,-1.142159001292263998e+00
4.724999894388020039e+00,-1.169815861699345261e+00
4.729999894276261330e+00,-1.196284290891585833e+00
4.734999894164502621e+00,-1.220825864334216471e+00
4.739999894052743912e+00,-1.237465180951776711e+00
4.744999893940985203e+00,-1.258684291322447191e+00
4.749999893829226494e+00,-1.283681165612068797e+00
4.754999893717467785e+00,-1.291940508784239272e+00
4.759999893605709076e+00,-1.292017430250208987e+00
4.764999893493950367e+00,-1.293640761990867194e+00
4.769999893382191658e+00,-1.294977454319585330e+00
4.774999893270432949e+00,-1.289740520450069150e+00
4.779999893158674240e+00,-1.284380015189744206e+00
4.784999893046915531e+00,-1.273367088664016045e+00
4.789999892935156822e+00,-1.266046813749672095e+00
4.794999892823398113e+00,-1.249071073381055053e+00
4.799999892711639404e+00,-1.232215625015049776e+00
4.804999892599880695e+00,-1.219833531705278418e+00
4.809999892488121986e+00,-1.205959970313044138e+00
4.814999892376363277e+00,-1.186604459313601589e+00
4.819999892264604568e+00,-1.167516727651320529e+00
4.824999892152845860e+00,-1.153208478499163858e+00
4.829999892041087151e+00,-1.137580368542064901e+00
4.834999891929328442e+00,-1.126352129418691561e+00
4.839999891817569733e+00,-1.116775704265231095e+00
4.844999891705811024e+00,-1.101816845072192796e+00
4.849999891594052315e+00,-1.095542946663591088e+00
4.854999891482293606e+00,-1.086458262114010642e+00
4.859999891370534897e+00,-1.084145760906621625e+00
4.864999891258776188e+00,-1.080936709102184867e+00
4.869999891147017479e+00,-1.084137274780829996e+00
4.874999891035258770e+00,-1.083084607360677909e+00
4.879999890923500061e+00,-1.078047688242666169e+00
4.884999890811741352e+00,-1.075075479474521645e+00
4.889999890699982643e+00,-1.072376696189776490e+00
4.894999890588223934e+00,-1.067685060233618310e+00
4.899999890476465225e+00,-1.068628919706556379e+00
4.904999890364706516e+00,-1.052317305035159967e+00
4.909999890252947807e+00,-1.042103067650217874e+00
4.914999890141189098e+00,-1.038974386360336677e+00
4.919999890029430389e+00,-1.026516759721543215e+00
4.924999889917671680e+00,-1.010916932804915680e+00
4.929999889805912971e+00,-1.001407419401324717e+00
4.934999889694154263e+00,-9.888585400775489198e-01
4.939999889582395554e+00,-9.719758644165001904e-01
4.944999889470636845e+00,-9.640034118029001675e-01
4.949999889358878136e+00,-9.477520704955140207e-01
4.954999889247119427e+00,-9.327705608377931945e-01
4.959999889135360718e+00,-9.248852155625275628e-01
4.964999889023602009e+00,-9.300291546894876582e-01
4.969999888911843300e+00,-9.353035682629926573e-01
4.974999888800084591e+00,-9.445387634443545011e-01
4.979999888688325882e+00,-9.386862278468905973e-01
4.984999888576567173e+00,-9.150276038186846428e-01
4.989999888464808464e+00,-8.882817197665533460e-01
4.994999888353049755e+00,-8.498866706037979668e-01
4.999999888241291046e+00,-7.990353857724739051e-01
5.004999888129532337e+00,-7.218900273567596670e-01
5.009999888017773628e+00,-6.533156299942823875e-01
5.014999887906014919e+00,-6.173969493290256683e-01
5.019999887794256210e+00,-6.051428830874474585e-01
5.024999887682497501e+00,-6.154102576891791188e-01
5.029999887570738792e+00,-6.637239198256621453e-01
5.034999887458980083e+00,-7.310287193079147983e-01
5.039999887347221375e+00,-7.623673371487775796e-01
5.044999887235462666e+00,-7.805902107105922028e-01
5.049999887123703957e+00,-8.104043318038940402e-01
5.054999887011945248e+00,-8.374207532725757019e-01
5.059999886900186539e+00,-8.464725144092399844e-01
5.064999886788427830e+00,-8.314342691364011717e-01
5.069999886676669121e+00,-8.111046299325503917e-01
5.074999886564910412e+00,-7.916634207078045993e-01
5.079999886453151703e+00,-7.663787586484425152e-01
5.084999886341392994e+00,-7.296592874316072397e-01
5.089999886229634285e+00,-6.886366128774326079e-01
5.094999886117875576e+00,-6.509838125437861223e-01
5.099999886006116867e+00,-6.156496149617489699e-01
5.104999885894358158e+00,-5.644418131332107347e-01
5.109999885782599449e+00,-5.116548630413033649e-01
5.114999885670840740e+00,-4.510004614276532653e-01
5.119999885559082031e+00,-3.601084814728627848e-01
5.124999885447323322e+00,-2.916658507478282480e-01
5.129999885335564613e+00,-2.305772631563169917e-01
5.134999885223805904e+00,-1.817349063789626129e-01
5.139999885112047195e+00,-1.273320664547137326e-01
5.144999885000288486e+00,-7.966202557946777674e-02
5.149999884888529778e+00,-4.927808389284171753e-02
5.154999884776771069e+00,-2.609181899294910068e-02
5.159999884665012360e+00,1.066982483520551028e-03
5.164999884553253651e+00,2.773618263166666154e-02
5.169999884441494942e+00,5.536191022799075157e-02
5.174999884329736233e+00,7.638928117660537254e-02
5.179999884217977524e+00,1.045692644274542893e-01
5.184999884106218815e+00,1.297034546398658783e-01
5.189999883994460106e+00,1.558380057480910352e-01
5.194999883882701397e+00,1.870525460930774209e-01
5.199999883770942688e+00,2.128245667048500600e-01
5.204999883659183979e+00,2.330012565063457330e-01
5.209999883547425270e+00,2.591634175286561259e-01
5.214999883435666561e+00,2.709155998977608171e-01
5.219999883323907852e+00,2.872441545634067950e-01
5.224999883212149143e+00,2.883456064874279079e-01
5.229999883100390434e+00,2.993923076243296677e-01
5.234999882988631725e+00,3.014136914789697919e-01
5.239999882876873016e+00,3.008958394684526638e-01
5.244999882765114307e+00,3.030618794522554893e-01
5.249999882653355598e+00,3.030607547487029763e-01
5.254999882541596889e+00,3.105732134263821109e-01
5.259999882429838181e+00,3.231336985297486031e-01
5.264999882318079472e+00,3.218353336752501903e-01
5.269999882206320763e+00,3.247197343918153400e-01
5.274999882094562054e+00,3.079945223740088167e-01
5.279999881982803345e+00,2.851990518317450984e-01
5.284999881871044636e+00,2.940682685179631939e-01
5.289999881759285927e+00,3.063575993403095943e-01
5.294999881647527218e+00,3.151204649889232101e-01
5.299999881535768509e+00,3.201947136725262766e-01
5.304999881424009800e+00,3.270816057298171486e-01
5.309999881312251091e+00,3.345879075365116861e-01
5.314999881200492382e+00,3.516334340441114037e-01
5.319999881088733673e+00,3.575678680076723737e-01
5.324999880976974964e+00,3.619781476887418137e-01
5.329999880865216255e+00,3.634670762982938896e-01
5.334999880753457546e+00,3.634013756803948780e-01
5.339999880641698837e+00,3.650345999954649479e-01
5.344999880529940128e+00,3.719467662418396436e-01
5.349999880418181419e+00,3.790198183559305711e-01
5.354999880306422710e+00,3.873954343748802209e-01
5.359999880194664001e+00,3.933960612960269998e-01
5.364999880082905293e+00,3.900168226185165565e-01
5.369999879971146584e+00,3.857307137175403078e-01
5.374999879859387875e+00,3.763241720470302809e-01
5.379999879747629166e+00,3.682988442228940507e-01
5.384999879635870457e+00,3.583448965032527411e-01
5.389999879524111748e+00,3.449686942231835474e-01
5.394999879412353039e+00,3.349429298695105750e-01
5.399999879300594330e+00,3.209371144189878677e-01
5.404999879188835621e+00,3.068054179062209563e-01
5.409999879077076912e+00,2.912640678979245834e-01
5.414999878965318203e+00,2.799246535473716158e-01
5.419999878853559494e+00,2.656266767273356422e-01
5.424999878741800785e+00,2.509264439186003059e-01
5.429999878630042076e+00,2.363785050929210207e-01
5.434999878518283367e+00,2.179189826070548897e-01
5.439999878406524658e+00,1.975901819802383663e-01
5.444999878294765949e+00,1.833374250264152572e-01
5.449999878183007240e+00,1.763419001551675969e-01
5.454999878071248531e+00,1.599262265295706698e-01
5.459999877959489822e+00,1.563029368758361848e-01
5.464999877847731113e+00,1.496187068779648577e-01
5.469999877735972404e+00,1.564511367723060431e-01
5.474999877624213696e+00,1.594151195412392141e-01
5.479999877512454987e+00,1.552088711445023250e-01
5.484999877400696278e+00,1.629087268121671706e-01
5.489999877288937569e+00,1.710088225624759595e-01
5.494999877177178860e+00,1.808897138691851758e-01
5.499999877065420151e+00,1.905707118081600981e-01
5.504999876953661442e+00,1.973665399487840588e-01
5.509999876841902733e+00,2.019215715801991884e-01
5.514999876730144024e+00,2.040829730854323287e-01
5.519999876618385315e+00,2.060140380958008777e-01
5.524999876506626606e+00,2.079910147806045551e-01
5.529999876394867897e+00,2.047606347212602707e-01
5.534999876283109188e+00,2.049555409220253921e-01
5.539999876171350479e+00,2.028007572062278108e-01
5.544999876059591770e+00,1.941789078219016140e-01
5.549999875947833061e+00,1.936656125743660972e-01
5.554999875836074352e+00,1.895230461267161104e-01
5.559999875724315643e+00,1.864782727377520821e-01
5.564999875612556934e+00,1.739193788090553916e-01
5.569999875500798225e+00,1.713586548047096869e-01
5.574999875389039516e+00,1.641902787560964860e-01
5.579999875277280807e+00,1.616602932007324966e-01
5.584999875165522099e+00,1.554824018197549229e-01
5.589999875053763390e+00,1.561204004117033861e-01
5.594999874942004681e+00,1.569258425930173395e-01
5.599999874830245972e+00,1.536433525193885430e-01
5.604999874718487263e+00,1.582998437557630034e-01
5.609999874606728554e+00,1.566250818403265299e-01
5.614999874494969845e+00,1.630851946780906836e-01
5.619999874383211136e+00,1.678958589711405658e-01
5.624999874271452427e+00,1.704310289639092701e-01
5.629999874159693718e+00,1.781289086893007578e-01
5.634999874047935009e+00,1.848580119424960699e-01
5.639999873936176300e+00,1.935700286943640158e-01
5.644999873824417591e+00,2.073914739796651752e-01
5.649999873712658882e+00,2.132420096831699752e-01
5.654999873600900173e+00,2.229395275894447970e-01
5.659999873489141464e+00,2.264357444345419523e-01
5.664999873377382755e+00,2.199797107166912014e-01
5.669999873265624046e+00,2.039534443210428982e-01
5.674999873153865337e+00,1.840317339661607932e-01
5.679999873042106628e+00,1.856873347891716541e-01
5.684999872930347919e+00,2.178834039072659046e-01
5.689999872818589211e+00,2.450839112938258957e-01
5.694999872706830502e+00,2.836488116242406043e-01
5.699999872595071793e+00,3.445592147382816606e-01
5.704999872483313084e+00,4.111416956329678740e-01
5.709999872371554375e+00,4.568546827089368101e-01
5.714999872259795666e+00,4.743039553261829688e-01
5.719999872148036957e+00,4.629014660786894275e-01
5.724999872036278248e+00,4.207726119954449118e-01
5.729999871924519539e+00,3.484411871475012745e-01
5.734999871812760830e+00,2.920617046616285073e-01
5.739999871701002121e+00,2.657533010769261850e-01
5.744999871589243412e+00,2.433738350046787957e-01
5.749999871477484703e+00,1.949040020672758722e-01
5.754999871365725994e+00,1.588196136857460417e-01
5.759999871253967285e+00,1.489043032821211199e-01
5.764999871142208576e+00,1.533562475964691529e-01
5.769999871030449867e+00,1.624749813324490866e-01
5.774999870918691158e+00,1.741699773972245069e-01
5.779999870806932449e+00,1.920414297669985615e-01
5.784999870695173740e+00,2.255123015454607582e-01
5.789999870583415031e+00,2.499694392758500250e-01
5.794999870471656322e+00,2.796041864086591389e-01
5.799999870359897614e+00,3.104004648343670070e-01
5.804999870248138905e+00,3.514418197037567637e-01
5.809999870136380196e+00,4.046623965349511742e-01
5.814999870024621487e+00,4.630160229295792185e-01
5.819999869912862778e+00,5.307696076955625841e-01
5.824999869801104069e+00,5.899874070236905688e-01
5.829999869689345360e+00,6.425775969536067223e-01
5.834999869577586651e+00,6.867743004589486056e-01
5.839999869465827942e+00,7.232150770197693923e-01
5.844999869354069233e+00,7.533151448871815425e-01
5.849999869242310524e+00,7.759374984542932729e-01
5.854999869130551815e+00,7.966243937338344239e-01
5.859999869018793106e+00,8.228546539379149038e-01
5.864999868907034397e+00,8.435074911691127220e-01
5.869999868795275688e+00,8.691817478404453290e-01
5.874999868683516979e+00,8.968465104678093880e-01
5.879999868571758270e+00,9.222989471667433214e-01
5.884999868459999561e+00,9.578840032803790372e-01
5.889999868348240852e+00,9.910208624111573883e-01
5.894999868236482143e+00,1.025256903489026872e+00
5.899999868124723434e+00,1.062860763271994635e+00
5.904999868012964725e+00,1.096788003020913838e+00
5.909999867901206017e+00,1.131593755240536403e+00
5.914999867789447308e+00,1.159004859869136261e+00
5.919999867677688599e+00,1.190274589623856016e+00
5.924999867565929890e+00,1.207598483639652276e+00
5.929999867454171181e+00,1.224110738200107296e+00
5.934999867342412472e+00,1.236821172181828299e+00
5.939999867230653763e+00,1.246768436256306067e+00
5.944999867118895054e+00,1.260539419705279496e+00
5.949999867007136345e+00,1.269870140253590574e+00
5.954999866895377636e+00,1.286628454701028712e+00
5.959999866783618927e+00,1.302978246502107140e+00
5.964999866671860218e+00,1.314319187786601617e+00
5.969999866560101509e+00,1.314333256506833969e+00
5.974999866448342800e+00,1.300109278924228562e+00
5.979999866336584091e+00,1.293754897277004545e+00
5.984999866224825382e+00,1.312344624327187681e+00
5.989999866113066673e+00,1.326264245141469900e+00
5.994999866001307964e+00,1.332137167195236227e+00
5.999999865889549255e+00,1.338300985116624542e+00
6.004999865777790546e+00,1.346597167574267839e+00
6.009999865666031837e+00,1.360892750382979965e+00
6.014999865554273129e+00,1.373602553751414046e+00
6.019999865442514420e+00,1.373642088424610552e+00
6.024999865330755711e+00,1.372061423476550690e+00
6.029999865218997002e+00,1.363505072969291021e+00
6.034999865107238293e+00,1.356058961414436048e+00
6.039999864995479584e+00,1.349597762666170819e+00
6.044999864883720875e+00,1.349205936310208465e+00
6.049999864771962166e+00,1.353676778086579269e+00
6.054999864660203457e+00,1.353862015831504895e+00
6.059999864548444748e+00,1.355320979422231620e+00
6.064999864436686039e+00,1.351423129216801744e+00
6.069999864324927330e+00,1.341049192718450023e+00
6.074999864213168621e+00,1.330263000656179528e+00
6.079999864101409912e+00,1.312215013643559303e+00
6.084999863989651203e+00,1.300458616935041167e+00
6.089999863877892494e+00,1.293577562723525531e+00
6.094999863766133785e+00,1.275619023853864942e+00
6.099999863654375076e+00,1.264913175334477113e+00
6.104999863542616367e+00,1.251030905980832664e+00
6.109999863430857658e+00,1.230923564028339801e+00
6.114999863319098949e+00,1.216924915309499422e+00
6.119999863207340240e+00,1.197972980468292814e+00
6.124999863095581532e+00,1.189107518616185910e+00
6.129999862983822823e+00,1.173823096599272198e+00
6.134999862872064114e+00,1.155434917445524068e+00
6.139999862760305405e+00,1.142439976604028296e+00
6.144999862648546696e+00,1.132974042640042978e+00
6.149999862536787987e+00,1.118408492518696118e+00
6.154999862425029278e+00,1.111296287594286891e+00
6.159999862313270569e+00,1.105828662682732055e+00
6.164999862201511860e+00,1.105987925414682049e+00
6.169999862089753151e+00,1.105621003594142504e+00
6.174999861977994442e+00,1.105672938481403911e+00
6.179999861866235733e+00,1.108899400534392843e+00
6.184999861754477024e+00,1.110257883377342658e+00
6.189999861642718315e+00,1.114383533902861600e+00
6.194999861530959606e+00,1.120594374335285082e+00
6.199999861419200897e+00,1.128388625822337676e+00
6.204999861307442188e+00,1.134527465899096477e+00
6.209999861195683479e+00,1.140468689226423749e+00
6.214999861083924770e+00,1.147381276222592561e+00
6.219999860972166061e+00,1.157756301078203709e+00
6.224999860860407352e+00,1.163875472900807839e+00
6.229999860748648643e+00,1.168877986039510652e+00
6.234999860636889935e+00,1.172066297929835521e+00
6.239999860525131226e+00,1.182820898154832712e+00
6.244999860413372517e+00,1.186161151565715777e+00
6.249999860301613808e+00,1.187204339935868269e+00
6.254999860189855099e+00,1.183147317687431865e+00
6.259999860078096390e+00,1.177081457393251096e+00
6.264999859966337681e+00,1.170495059747651112e+00
6.269999859854578972e+00,1.172319780330000949e+00
6.274999859742820263e+00,1.164652015571903121e+00
6.279999859631061554e+00,1.160315132147866635e+00
6.284999859519302845e+00,1.155360765546225910e+00
6.289999859407544136e+00,1.150963211131996733e+00
6.294999859295785427e+00,1.143128645221326511e+00
6.299999859184026718e+00,1.136422737684627648e+00
6.304999859072268009e+00,1.137473567809677455e+00
6.309999858960509300e+00,1.131023963835779078e+00
6.314999858848750591e+00,1.135111285752983257e+00
6.319999858736991882e+00,1.136734456056871068e+00
6.324999858625233173e+00,1.140593568715661643e+00
6.329999858513474464e+00,1.143892681396942113e+00
6.334999858401715755e+00,1.154843770857770124e+00
6.339999858289957047e+00,1.159178547912615098e+00
6.344999858178198338e+00,1.166899652800540643e+00
6.349999858066439629e+00,1.176444794171565889e+00
6.354999857954680920e+00,1.185211644281310761e+00
6.359999857842922211e+00,1.195164658541696401e+00
6.364999857731163502e+00,1.205482504295724233e+00
6.369999857619404793e+00,1.223271024446239252e+00
6.374999857507646084e+00,1.227215270752713749e+00
6.379999857395887375e+00,1.243943756125704514e+00
6.384999857284128666e+00,1.260129753375407446e+00
6.389999857172369957e+00,1.259062159717005525e+00
6.394999857060611248e+00,1.259693120217943552e+00
6.399999856948852539e+00,1.243339612139324757e+00
6.404999856837093830e+00,1.235099452722877356e+00
6.409999856725335121e+00,1.241583078706479881e+00
6.414999856613576412e+00,1.267676229514877129e+00
6.419999856501817703e+00,1.298336558889167325e+00
6.424999856390058994e+00,1.343347513397552095e+00
6.429999856278300285e+00,1.409807774367497935e+00
6.434999856166541576e+00,1.491124351022379280e+00
6.439999856054782867e+00,1.534093580055464923e+00
6.444999855943024158e+00,1.541590301401259300e+00
6.449999855831265450e+00,1.528768944866762958e+00
6.454999855719506741e+00,1.470184898150198816e+00
6.459999855607748032e+00,1.393876617242993277e+00
6.464999855495989323e+00,1.339187309778179458e+00
6.469999855384230614e+00,1.312774370972596305e+00
6.474999855272471905e+00,1.280328139936767418e+00
6.479999855160713196e+00,1.228029317193240821e+00
6.484999855048954487e+00,1.200548883250650345e+00
6.489999854937195778e+00,1.200156652900587595e+00
6.494999854825437069e+00,1.214717345426049810e+00
6.499999854713678360e+00,1.221907545340857659e+00
6.504999854601919651e+00,1.236221201793275881e+00
6.509999854490160942e+00,1.251535379901139056e+00
6.514999854378402233e+00,1.269596554980095160e+00
6.519999854266643524e+00,1.295143405822413829e+00
6.524999854154884815e+00,1.315818780487867379e+00
6.529999854043126106e+00,1.341739149420421384e+00
6.534999853931367397e+00,1.373551789518667743e+00
6.539999853819608688e+00,1.424268217500050504e+00
6.544999853707849979e+00,1.468178540150724576e+00
6.549999853596091270e+00,1.528245015357537095e+00
6.554999853484332561e+00,1.579112432666595733e+00
6.559999853372573853e+00,1.637242765715224646e+00
6.564999853260815144e+00,1.677275256290987393e+00
6.569999853149056435e+00,1.709672780747543364e+00
6.574999853037297726e+00,1.725091382996086331e+00
6.579999852925539017e+00,1.744547655045836976e+00
6.584999852813780308e+00,1.760753845872926604e+00
6.589999852702021599e+00,1.778064205003141218e+00
6.594999852590262890e+00,1.793011336546985746e+00
6.599999852478504181e+00,1.810425648192103054e+00
6.604999852366745472e+00,1.826386156623567736e+00
6.609999852254986763e+00,1.850275860179010579e+00
6.614999852143228054e+00,1.877359918029762653e+00
6.619999852031469345e+00,1.903615347903856225e+00
6.624999851919710636e+00,1.928553089283888688e+00
6.629999851807951927e+00,1.952928705417137145e+00
6.634999851696193218e+00,1.979875104015039078e+00
6.639999851584434509e+00,1.994111268182547470e+00
6.644999851472675800e+00,2.008371623830339736e+00
6.649999851360917091e+00,2.012671687333490667e+00
6.654999851249158382e+00,2.017537701266397754e+00
6.659999851137399673e+00,2.017753748083725540e+00
6.664999851025640965e+00,2.016238948116030549e+00
6.669999850913882256e+00,2.008979608455237376e+00
6.674999850802123547e+00,2.002388394324237098e+00
6.679999850690364838e+00,2.006418092018305011e+00
6.684999850578606129e+00,2.002127430914973694e+00
6.689999850466847420e+00,2.005727319322494040e+00
6.694999850355088711e+00,1.999145991859803573e+00
6.699999850243330002e+00,1.979228911796100832e+00
6.704999850131571293e+00,1.941622168089586431e+00
6.709999850019812584e+00,1.922585137369908104e+00
6.714999849908053875e+00,1.923566500963308279e+00
6.719999849796295166e+00,1.929846124302505572e+00
6.724999849684536457e+00,1.923581485895300425e+00
6.729999849572777748e+00,1.917046021843247239e+00
6.734999849461019039e+00,1.917264643620954168e+00
6.739999849349260330e+00,1.918786270626898549e+00
6.744999849237501621e+00,1.915749307877989693e+00
6.749999849125742912e+00,1.901140220071546594e+00
6.754999849013984203e+00,1.891897962060490990e+00
6.759999848902225494e+00,1.870170808953339758e+00
6.764999848790466785e+00,1.857942237148951570e+00
6.769999848678708076e+00,1.840277971469517659e+00
6.774999848566949368e+00,1.839688168482986441e+00
6.779999848455190659e+00,1.830074326115554761e+00
6.784999848343431950e+00,1.826821911876673532e+00
6.789999848231673241e+00,1.808671070948841830e+00
6.794999848119914532e+00,1.794859963269396452e+00
6.799999848008155823e+00,1.780093200612139270e+00
6.804999847896397114e+00,1.757602411298560874e+00
6.809999847784638405e+00,1.740011275063702456e+00
6.814999847672879696e+00,1.724855407800891527e+00
6.819999847561120987e+00,1.699571449831144498e+00
6.824999847449362278e+00,1.684225502786760309e+00
6.829999847337603569e+00,1.667472259218142128e+00
6.834999847225844860e+00,1.643356340366729285e+00
6.839999847114086151e+00,1.618645946053457241e+00
6.844999847002327442e+00,1.597955722121723987e+00
6.849999846890568733e+00,1.578858709688337303e+00
6.854999846778810024e+00,1.550543698031660700e+00
6.859999846667051315e+00,1.530175735306416929e+00
6.864999846555292606e+00,1.503587427471206883e+00
6.869999846443533897e+00,1.481160241943753952e+00
6.874999846331775188e+00,1.461040419295488668e+00
6.879999846220016479e+00,1.426547293104888148e+00
6.884999846108257771e+00,1.407774624044102918e+00
6.889999845996499062e+00,1.394670331185608347e+00
6.894999845884740353e+00,1.378039600056550018e+00
6.899999845772981644e+00,1.366517864265916149e+00
6.904999845661222935e+00,1.356400080830034049e+00
6.909999845549464226e+00,1.342971057681709546e+00
6.914999845437705517e+00,1.333292745478360963e+00
6.919999845325946808e+00,1.322259142206162696e+00
6.924999845214188099e+00,1.312934658804436161e+00
6.929999845102429390e+00,1.304209578898051891e+00
6.934999844990670681e+00,1.295099764372035001e+00
6.939999844878911972e+00,1.277984065122729884e+00
6.944999844767153263e+00,1.262868748397774521e+00
6.949999844655394554e+00,1.244728604882544776e+00
6.954999844543635845e+00,1.232513802303430772e+00
6.959999844431877136e+00,1.209797653920888560e+00
6.964999844320118427e+00,1.189136663960074447e+00
6.969999844208359718e+00,1.172148726145535669e+00
6.974999844096601009e+00,1.150875243925251645e+00
6.979999843984842300e+00,1.131093163875297236e+00
6.984999843873083591e+00,1.106252185798870968e+00
6.989999843761324883e+00,1.083783253621643183e+00
6.994999843649566174e+00,1.058707823330625963e+00
6.999999843537807465e+00,1.035167108219292587e+00
7.004999843426048756e+00,1.008410061055544205e+00
7.009999843314290047e+00,9.844409998141161466e-01
7.014999843202531338e+00,9.582322243806857820e-01
7.019999843090772629e+00,9.303464128588996296e-01
7.024999842979013920e+00,9.081913641496952572e-01
7.029999842867255211e+00,8.848591438737996029e-01
7.034999842755496502e+00,8.576273574852222303e-01
7.039999842643737793e+00,8.274068739099638137e-01
7.044999842531979084e+00,8.090649074753066827e-01
7.049999842420220375e+00,7.880375798785395070e-01
7.054999842308461666e+00,7.703904509050638616e-01
7.059999842196702957e+00,7.557890788662402493e-01
7.064999842084944248e+00,7.429882712958013613e-01
7.069999841973185539e+00,7.298550305642823588e-01
7.074999841861426830e+00,7.210636317310363808e-01
7.079999841749668121e+00,7.131889935582265139e-01
7.084999841637909412e+00,6.975070962997516055e-01
7.089999841526150703e+00,6.871725728519395560e-01
7.094999841414391994e+00,6.709789410599800163e-01
7.099999841302633286e+00,6.618425037566901814e-01
7.104999841190874577e+00,6.487999384496152544e-01
7.109999841079115868e+00,6.327935024737825209e-01
7.114999840967357159e+00,6.185121345643245228e-01
7.119999840855598450e+00,5.984477109478998358e-01
7.124999840743839741e+00,5.726261895588167228e-01
7.129999840632081032e+00,5.361639475230424168e-01
7.134999840520322323e+00,4.975530231176157336e-01
7.139999840408563614e+00,4.731348738482816785e-01
7.144999840296804905e+00,4.617316877670440967e-01
7.149999840185046196e+00,4.624061053595700521e-01
7.154999840073287487e+00,4.778157116280654648e-01
7.159999839961528778e+00,5.122941802183604842e-01
7.164999839849770069e+00,5.701848770945208145e-01
7.169999839738011360e+00,6.190027647289468860e-01
7.174999839626252651e+00,6.319769296774047085e-01
7.179999839514493942e+00,6.127277760268490248e-01
7.184999839402735233e+00,5.657130713552853685e-01
7.189999839290976524e+00,4.745382652581224825e-01
7.194999839179217815e+00,3.891045973716678041e-01
7.199999839067459106e+00,3.033822920635924625e-01
7.204999838955700397e+00,2.654711005095125032e-01
7.209999838843941689e+00,2.111628959885893941e-01
7.214999838732182980e+00,1.652861077625593644e-01
7.219999838620424271e+00,1.306362301272665505e-01
7.224999838508665562e+00,1.271395954986922483e-01
7.229999838396906853e+00,1.246312221372805062e-01
7.234999838285148144e+00,1.234741364854956558e-01
7.239999838173389435e+00,1.186573881800758734e-01
7.244999838061630726e+00,1.338942291898965742e-01
7.249999837949872017e+00,1.488418991247466572e-01
7.254999837838113308e+00,1.627339226635009517e-01
7.259999837726354599e+00,1.780467520366113554e-01
7.264999837614595890e+00,1.915361341892745095e-01
7.269999837502837181e+00,2.198544584135024849e-01
7.274999837391078472e+00,2.438980886923074465e-01
7.279999837279319763e+00,2.801231653980038594e-01
7.284999837167561054e+00,3.149650018961507314e-01
7.289999837055802345e+00,3.426075518585656177e-01
7.294999836944043636e+00,3.703436463360989528e-01
7.299999836832284927e+00,3.906915392468572890e-01
7.304999836720526218e+00,3.997057082757429214e-01
7.309999836608767509e+00,4.091665035419533858e-01
7.314999836497008801e+00,4.043755714834134096e-01
7.319999836385250092e+00,3.985591507481807128e-01
7.324999836273491383e+00,3.904921645617274173e-01
7.329999836161732674e+00,3.810123693991203098e-01
7.334999836049973965e+00,3.776873578867050441e-01
7.339999835938215256e+00,3.699033800086333201e-01
7.344999835826456547e+00,3.648038711177035154e-01
7.349999835714697838e+00,3.609874106044910214e-01
7.354999835602939129e+00,3.692084220021616403e-01
7.359999835491180420e+00,3.750901899032030862e-01
7.364999835379421711e+00,3.814861773896267572e-01
7.369999835267663002e+00,3.893365111380719945e-01
7.374999835155904293e+00,3.891296748142476503e-01
7.379999835044145584e+00,3.851983950303732307e-01
7.384999834932386875e+00,3.838916800967226983e-01
7.389999834820628166e+00,3.690683642148857579e-01
7.394999834708869457e+00,3.570924570153013455e-01
7.399999834597110748e+00,3.469819584014519620e-01
7.404999834485352039e+00,3.340772591917993140e-01
7.409999834373593330e+00,3.170993742933587711e-01
7.414999834261834621e+00,3.091931125580216211e-01
