time,phase_filtered
4.544999898411333561e+00,5.286899846387469459e-01
4.549999898299574852e+00,5.306623848987868097e-01
4.554999898187816143e+00,5.305929991719061656e-01
4.559999898076057434e+00,5.284664715710905014e-01
4.564999897964298725e+00,5.242792080368448016e-01
4.569999897852540016e+00,5.180394275875002119e-01
4.574999897740781307e+00,5.097671283962453836e-01
4.579999897629022598e+00,4.994939693802846747e-01
4.584999897517263889e+00,4.872630686048473048e-01
4.589999897405505180e+00,4.731287204071579766e-01
4.594999897293746471e+00,4.571560337169157107e-01
4.599999897181987762e+00,4.394204945763844350e-01
4.604999897070229053e+00,4.200074563414566420e-01
4.609999896958470345e+00,3.990115614822672963e-01
4.614999896846711636e+00,3.765360993073229579e-01
4.619999896734952927e+00,3.526923043126963808e-01
4.624999896623194218e+00,3.275986002081590076e-01
4.629999896511435509e+00,3.013797949967413903e-01
4.634999896399676800e+00,2.741662327856187464e-01
4.639999896287918091e+00,2.460929082851341376e-01
4.644999896176159382e+00,2.172985502072621866e-01
4.649999896064400673e+00,1.879246800010763996e-01
4.654999895952641964e+00,1.581146525563317806e-01
4.659999895840883255e+00,1.280126856644330791e-01
4.664999895729124546e+00,9.776288515041144100e-02
4.669999895617365837e+00,6.750827268498280076e-02
4.674999895505607128e+00,3.738982335615983338e-02
4.679999895393848419e+00,7.545520124296610336e-03
4.684999895282089710e+00,-2.189056770322929737e-02
4.689999895170331001e+00,-5.078917487028396932e-02
4.694999895058572292e+00,-7.902669241523979649e-02
4.699999894946813583e+00,-1.064859748703515518e-01
4.704999894835054874e+00,-1.330570957349106742e-01
4.709999894723296165e+00,-1.586380448196481607e-01
4.714999894611537457e+00,-1.831353614156980003e-01
4.719999894499778748e+00,-2.064646976730205585e-01
4.724999894388020039e+00,-2.285513070778459332e-01
4.729999894276261330e+00,-2.493304534930421978e-01
4.734999894164502621e+00,-2.687477368668906852e-01
4.739999894052743912e+00,-2.867593324225391482e-01
4.744999893940985203e+00,-3.033321409085382725e-01
4.749999893829226494e+00,-3.184438483132944198e-01
4.754999893717467785e+00,-3.320828943137691391e-01
4.759999893605709076e+00,-3.442483496318792802e-01
4.764999893493950367e+00,-3.549497034005109630e-01
4.769999893382191658e+00,-3.642065625802581308e-01
4.774999893270432949e+00,-3.720482663982869198e-01
4.779999893158674240e+00,-3.785134196821380304e-01
4.784999893046915531e+00,-3.836493498178592532e-01
4.789999892935156822e+00,-3.875114928611173570e-01
4.794999892823398113e+00,-3.901627150604417560e-01
4.799999892711639404e+00,-3.916725767026619787e-01
4.804999892599880695e+00,-3.921165457521808562e-01
4.809999892488121986e+00,-3.915751692194510691e-01
4.814999892376363277e+00,-3.901332105534296435e-01
4.819999892264604568e+00,-3.878787616047176257e-01
4.824999892152845860e+00,-3.849023378500937009e-01
4.829999892041087151e+00,-3.812959656055314173e-01
4.834999891929328442e+00,-3.771522698846611621e-01
4.839999891817569733e+00,-3.725635713870383836e-01
4.844999891705811024e+00,-3.676210008333481993e-01
4.849999891594052315e+00,-3.624136385130098392e-01
4.854999891482293606e+00,-3.570276864841034348e-01
4.859999891370534897e+00,-3.515456803762511684e-01
4.864999891258776188e+00,-3.460457472044947136e-01
4.869999891147017479e+00,-3.406009150182132683e-01
4.874999891035258770e+00,-3.352784795970230602e-01
4.879999890923500061e+00,-3.301394327789969330e-01
4.884999890811741352e+00,-3.252379563775708582e-01
4.889999890699982643e+00,-3.206209850208351364e-01
4.894999890588223934e+00,-3.163278406351313077e-01
4.899999890476465225e+00,-3.123899406963301928e-01
4.904999890364706516e+00,-3.088305817891794924e-01
4.909999890252947807e+00,-3.056647994501088261e-01
4.914999890141189098e+00,-3.028993047223710322e-01
4.919999890029430389e+00,-3.005324973219201112e-01
4.924999889917671680e+00,-2.985545547947243139e-01
4.929999889805912971e+00,-2.969475965398634121e-01
4.934999889694154263e+00,-2.956859210773792879e-01
4.939999889582395554e+00,-2.947363144540776636e-01
4.944999889470636845e+00,-2.940584272026387502e-01
4.949999889358878136e+00,-2.936052167990437223e-01
4.954999889247119427e+00,-2.933234521011606755e-01
4.959999889135360718e+00,-2.931542757986403402e-01
4.964999889023602009e+00,-2.930338204629902576e-01
4.969999888911843300e+00,-2.928938733608592027e-01
4.974999888800084591e+00,-2.926625847922069701e-01
4.979999888688325882e+00,-2.922652143531076496e-01
4.984999888576567173e+00,-2.916249092164477918e-01
4.989999888464808464e+00,-2.906635082812190074e-01
4.994999888353049755e+00,-2.893023658570532120e-01
4.999999888241291046e+00,-2.874631884062617826e-01
5.004999888129532337e+00,-2.850688777348959202e-01
5.009999888017773628e+00,-2.820443738795680999e-01
5.014999887906014919e+00,-2.783174907501427819e-01
5.019999887794256210e+00,-2.738197373362883935e-01
5.024999887682497501e+00,-2.684871169619604259e-01
5.029999887570738792e+00,-2.622608967007772351e-01
5.034999887458980083e+00,-2.550883387032238381e-01
5.039999887347221375e+00,-2.469233849093019351e-01
5.044999887235462666e+00,-2.377272865055517215e-01
5.049999887123703957e+00,-2.274691695942523961e-01
5.054999887011945248e+00,-2.161265289029987158e-01
5.059999886900186539e+00,-2.036856419705853072e-01
5.064999886788427830e+00,-1.901418970810258569e-01
5.069999886676669121e+00,-1.755000292593841271e-01
5.074999886564910412e+00,-1.597742598620320587e-01
5.079999886453151703e+00,-1.429883366495014185e-01
5.084999886341392994e+00,-1.251754726764117143e-01
5.089999886229634285e+00,-1.063781838287747861e-01
5.094999886117875576e+00,-8.664802634965756978e-02
5.099999886006116867e+00,-6.604523718776661445e-02
5.104999885894358158e+00,-4.463828144959253175e-02
5.109999885782599449e+00,-2.250331260798340768e-02
5.114999885670840740e+00,2.764476041950051483e-04
5.119999885559082031e+00,2.361140153072850342e-02
5.124999885447323322e+00,4.740633106635710331e-02
5.129999885335564613e+00,7.156120634760350374e-02
5.134999885223805904e+00,9.597203712025365041e-02
5.139999885112047195e+00,1.205317558522164406e-01
5.144999885000288486e+00,1.451311214950145312e-01
5.149999884888529778e+00,1.696596328413169652e-01
5.154999884776771069e+00,1.940064406585020884e-01
5.159999884665012360e+00,2.180612481768362254e-01
5.164999884553253651e+00,2.417151900496003758e-01
5.169999884441494942e+00,2.648616805530398244e-01
5.174999884329736233e+00,2.873972225315331586e-01
5.179999884217977524e+00,3.092221694002029175e-01
5.184999884106218815e+00,3.302414333804561397e-01
5.189999883994460106e+00,3.503651340520645419e-01
5.194999883882701397e+00,3.695091822474235732e-01
5.199999883770942688e+00,3.875957952801062922e-01
5.204999883659183979e+00,4.045539404827119823e-01
5.209999883547425270e+00,4.203197050203670293e-01
5.214999883435666561e+00,4.348365909364206305e-01
5.219999883323907852e+00,4.480557353635541418e-01
5.224999883212149143e+00,4.599360567821279000e-01
5.229999883100390434e+00,4.704443291120994353e-01
5.234999882988631725e+00,4.795551862682511102e-01
5.239999882876873016e+00,4.872510605742754741e-01
5.244999882765114307e+00,4.935220591056875272e-01
5.249999882653355598e+00,4.983657826042054428e-01
5.254999882541596889e+00,5.017870920698507264e-01
5.259999882429838181e+00,5.037978284878746882e-01
5.264999882318079472e+00,5.044164913872554168e-01
5.269999882206320763e+00,5.036678820626844244e-01
5.274999882094562054e+00,5.015827173312069620e-01
5.279999881982803345e+00,4.981972196429794164e-01
5.284999881871044636e+00,4.935526892212787065e-01
5.289999881759285927e+00,4.876950636644001857e-01
5.294999881647527218e+00,4.806744701011964049e-01
5.299999881535768509e+00,4.725447745668046595e-01
5.304999881424009800e+00,4.633631327821258195e-01
5.309999881312251091e+00,4.531895460068479098e-01
5.314999881200492382e+00,4.420864251100591891e-01
5.319999881088733673e+00,4.301181654774684504e-01
5.324999880976974964e+00,4.173507348623871072e-01
5.329999880865216255e+00,4.038512758020896820e-01
5.334999880753457546e+00,3.896877237721873555e-01
5.339999880641698837e+00,3.749284418439702282e-01
5.344999880529940128e+00,3.596418722443647797e-01
5.349999880418181419e+00,3.438962048965432117e-01
5.354999880306422710e+00,3.277590627455552741e-01
5.359999880194664001e+00,3.112972034548919242e-01
5.364999880082905293e+00,2.945762369046078799e-01
5.369999879971146584e+00,2.776603578346791834e-01
5.374999879859387875e+00,2.606120929580257872e-01
5.379999879747629166e+00,2.434920619089548655e-01
5.384999879635870457e+00,2.263587514832019754e-01
5.389999879524111748e+00,2.092683027530165829e-01
5.394999879412353039e+00,1.922743107941889684e-01
5.399999879300594330e+00,1.754276369326249196e-01
5.404999879188835621e+00,1.587762335980805739e-01
5.409999879077076912e+00,1.423649820545088707e-01
5.414999878965318203e+00,1.262355434529806586e-01
5.419999878853559494e+00,1.104262238174102961e-01
5.424999878741800785e+00,9.497185371922448049e-02
5.429999878630042076e+00,7.990368351992439833e-02
5.434999878518283367e+00,6.524929515628155596e-02
5.439999878406524658e+00,5.103253150737063759e-02
5.444999878294765949e+00,3.727344441056028995e-02
5.449999878183007240e+00,2.398826237943873368e-02
5.454999878071248531e+00,1.118937901660727562e-02
5.459999877959489822e+00,-1.114636991478880563e-03
5.464999877847731113e+00,-1.291900955754164172e-02
5.469999877735972404e+00,-2.422269999631959658e-02
5.474999877624213696e+00,-3.502832859858057840e-02
5.479999877512454987e+00,-4.534207285494634004e-02
5.484999877400696278e+00,-5.517354244221006621e-02
5.489999877288937569e+00,-6.453563131620214388e-02
5.494999877177178860e+00,-7.344434747792567830e-02
5.499999877065420151e+00,-8.191862118873895204e-02
5.504999876953661442e+00,-8.998009259952252648e-02
5.509999876841902733e+00,-9.765287992159964181e-02
5.514999876730144024e+00,-1.049633294002238898e-01
5.519999876618385315e+00,-1.119397484556235445e-01
5.524999876506626606e+00,-1.186121234362777221e-01
5.529999876394867897e+00,-1.250118234902287129e-01
5.534999876283109188e+00,-1.311712921086378159e-01
5.539999876171350479e+00,-1.371237279366686879e-01
5.544999876059591770e+00,-1.429027564849319754e-01
5.549999875947833061e+00,-1.485420944146974842e-01
5.554999875836074352e+00,-1.540752081161775588e-01
5.559999875724315643e+00,-1.595349683551221254e-01
5.564999875612556934e+00,-1.649533028309500826e-01
5.569999875500798225e+00,-1.703608485703461128e-01
5.574999875389039516e+00,-1.757866061743770802e-01
5.579999875277280807e+00,-1.812575980460882086e-01
5.584999875165522099e+00,-1.867985328494467523e-01
5.589999875053763390e+00,-1.924314785868301847e-01
5.594999874942004681e+00,-1.981755468261802988e-01
5.599999874830245972e+00,-2.040465907544619095e-01
5.604999874718487263e+00,-2.100569198742590071e-01
5.609999874606728554e+00,-2.162150342878490505e-01
5.614999874494969845e+00,-2.225253816210072677e-01
5.619999874383211136e+00,-2.289881397207894909e-01
5.624999874271452427e+00,-2.355990283112368300e-01
5.629999874159693718e+00,-2.423491528016663843e-01
5.634999874047935009e+00,-2.492248834077045450e-01
5.639999873936176300e+00,-2.562077726603225192e-01
5.644999873824417591e+00,-2.632745142384981252e-01
5.649999873712658882e+00,-2.703969458624497779e-01
5.654999873600900173e+00,-2.775420987225070135e-01
5.659999873489141464e+00,-2.846722955909140595e-01
5.664999873377382755e+00,-2.917452993708255504e-01
5.669999873265624046e+00,-2.987145133838033928e-01
5.674999873153865337e+00,-3.055292341954632396e-01
5.679999873042106628e+00,-3.121349572459380384e-01
5.684999872930347919e+00,-3.184737350075617091e-01
5.689999872818589211e+00,-3.244845868496383234e-01
5.694999872706830502e+00,-3.301039592449040994e-01
5.699999872595071793e+00,-3.352662343819086121e-01
5.704999872483313084e+00,-3.399042846224275549e-01
5.709999872371554375e+00,-3.439500695367167515e-01
5.714999872259795666e+00,-3.473352714424000620e-01
5.719999872148036957e+00,-3.499919644581578893e-01
5.724999872036278248e+00,-3.518533110789875962e-01
5.729999871924519539e+00,-3.528542792360108149e-01
5.734999871812760830e+00,-3.529323717979954145e-01
5.739999871701002121e+00,-3.520283595924151299e-01
5.744999871589243412e+00,-3.500870083494485030e-01
5.749999871477484703e+00,-3.470577895511622879e-01
5.754999871365725994e+00,-3.428955650124472232e-01
5.759999871253967285e+00,-3.375612351213654327e-01
5.764999871142208576e+00,-3.310223410143607881e-01
5.769999871030449867e+00,-3.232536115462475435e-01
5.774999870918691158e+00,-3.142374467139671390e-01
5.779999870806932449e+00,-3.039643301695041377e-01
5.784999870695173740e+00,-2.924331645692231918e-01
5.789999870583415031e+00,-2.796515247173039787e-01
5.794999870471656322e+00,-2.656358247380036786e-01
5.799999870359897614e+00,-2.504113968254007561e-01
5.804999870248138905e+00,-2.340124804430915861e-01
5.809999870136380196e+00,-2.164821221569949994e-01
5.814999870024621487e+00,-1.978719875599153910e-01
5.819999869912862778e+00,-1.782420879610684405e-01
5.824999869801104069e+00,-1.576604256368641654e-01
5.829999869689345360e+00,-1.362025624396727141e-01
5.834999869577586651e+00,-1.139511174140334510e-01
5.839999869465827942e+00,-9.099519976199062221e-02
5.844999869354069233e+00,-6.742978403246518981e-02
5.849999869242310524e+00,-4.335503479690322459e-02
5.854999869130551815e+00,-1.887558833438543124e-02
5.859999869018793106e+00,5.900200994617093089e-03
5.864999868907034397e+00,3.086104193549434049e-02
5.869999868795275688e+00,5.589350733513903657e-02
5.874999868683516979e+00,8.088284724969330153e-02
5.879999868571758270e+00,1.057138065776205976e-01
5.884999868459999561e+00,1.302714397915955558e-01
5.889999868348240852e+00,1.544419155532859578e-01
5.894999868236482143e+00,1.781133042572309588e-01
5.899999868124723434e+00,2.011763418662776970e-01
5.904999868012964725e+00,2.235251637742174113e-01
5.909999867901206017e+00,2.450580028628444873e-01
5.914999867789447308e+00,2.656778464098987214e-01
5.919999867677688599e+00,2.852930470478491909e-01
5.924999867565929890e+00,3.038178835648150944e-01
5.929999867454171181e+00,3.211730679685363410e-01
5.934999867342412472e+00,3.372861958897043211e-01
5.939999867230653763e+00,3.520921380669974066e-01
5.944999867118895054e+00,3.655333713163436138e-01
5.949999867007136345e+00,3.775602480261392446e-01
5.954999866895377636e+00,3.881312038271138021e-01
5.959999866783618927e+00,3.972129036537227487e-01
5.964999866671860218e+00,4.047803269411681115e-01
5.969999866560101509e+00,4.108167931892870994e-01
5.974999866448342800e+00,4.153139295726016034e-01
5.979999866336584091e+00,4.182715826812154480e-01
5.984999866224825382e+00,4.196976768294073956e-01
5.989999866113066673e+00,4.196080216551357767e-01
5.994999866001307964e+00,4.180260719505264344e-01
5.999999865889549255e+00,4.149826428214956620e-01
6.004999865777790546e+00,4.105155833919997832e-01
6.009999865666031837e+00,4.046694123585573566e-01
6.014999865554273129e+00,3.974949187699433062e-01
6.019999865442514420e+00,3.890487314601092650e-01
6.024999865330755711e+00,3.793928606062841880e-01
6.029999865218997002e+00,3.685942149242917298e-01
6.034999865107238293e+00,3.567240980486525714e-01
6.039999864995479584e+00,3.438576876692067685e-01
6.044999864883720875e+00,3.300735010006859982e-01
6.049999864771962166e+00,3.154528501424969100e-01
6.054999864660203457e+00,3.000792908447967866e-01
