time,phase_raw,phase_detrended
4.764999893493950367e+00,1.062667644204851047e+00,-1.688252152003814732e+00
4.769999893382191658e+00,1.061330951876132911e+00,-1.689135528548485699e+00
4.774999893270432949e+00,1.066567885745649091e+00,-1.683445278894922570e+00
4.779999893158674240e+00,1.071928391005974035e+00,-1.677631457850550456e+00
4.784999893046915531e+00,1.082941317531702197e+00,-1.666165215540775346e+00
4.789999892935156822e+00,1.090261592446046146e+00,-1.658391624842384449e+00
4.794999892823398113e+00,1.107237332814663189e+00,-1.640962568689720236e+00
4.799999892711639404e+00,1.124092781180668466e+00,-1.623653804539668011e+00
4.804999892599880695e+00,1.136474874490439824e+00,-1.610818395445849482e+00
4.809999892488121986e+00,1.150348435882674103e+00,-1.596491518269568255e+00
4.814999892376363277e+00,1.169703946882116652e+00,-1.576682691486078536e+00
4.819999892264604568e+00,1.188791678544397712e+00,-1.557141644039750528e+00
4.824999892152845860e+00,1.203099927696554383e+00,-1.542380079103546908e+00
4.829999892041087151e+00,1.218728037653653340e+00,-1.526298653362400781e+00
4.834999891929328442e+00,1.229956276777026680e+00,-1.514617098454980493e+00
4.839999891817569733e+00,1.239532701930487146e+00,-1.504587357517472856e+00
4.844999891705811024e+00,1.254491561123525445e+00,-1.489175182540387610e+00
4.849999891594052315e+00,1.260765459532127153e+00,-1.482447968347738954e+00
4.854999891482293606e+00,1.269850144081707599e+00,-1.472909968014111337e+00
4.859999891370534897e+00,1.272162645289096616e+00,-1.470144151022675372e+00
4.864999891258776188e+00,1.275371697093533374e+00,-1.466481783434191666e+00
4.869999891147017479e+00,1.272171131414888245e+00,-1.469229033328789624e+00
4.874999891035258770e+00,1.273223798835040332e+00,-1.467723050124590589e+00
4.879999890923500061e+00,1.278260717953052072e+00,-1.462232815222531679e+00
4.884999890811741352e+00,1.281232926721196597e+00,-1.458807290670340207e+00
4.889999890699982643e+00,1.283931710005941751e+00,-1.455655191601547882e+00
4.894999890588223934e+00,1.288623345962099931e+00,-1.450510239861342754e+00
4.899999890476465225e+00,1.287679486489161862e+00,-1.451000783550233653e+00
4.904999890364706516e+00,1.303991101160558275e+00,-1.434235853094790292e+00
4.909999890252947807e+00,1.314205338545500368e+00,-1.423568299925801250e+00
4.914999890141189098e+00,1.317334019835381564e+00,-1.419986302851872884e+00
4.919999890029430389e+00,1.329791646474175026e+00,-1.407075360429032473e+00
4.924999889917671680e+00,1.345391473390802561e+00,-1.391022217728357990e+00
4.929999889805912971e+00,1.354900986794393525e+00,-1.381059388540719857e+00
4.934999889694154263e+00,1.367449866118169322e+00,-1.368057193432897112e+00
4.939999889582395554e+00,1.384332541779218051e+00,-1.350721201987801212e+00
4.944999889470636845e+00,1.392304994392818074e+00,-1.342295433590154241e+00
4.949999889358878136e+00,1.408556335700204221e+00,-1.325590776498720924e+00
4.954999889247119427e+00,1.423537845357925047e+00,-1.310155951056953150e+00
4.959999889135360718e+00,1.431423190633190679e+00,-1.301817289997640348e+00
4.964999889023602009e+00,1.426279251506230583e+00,-1.306507913340553495e+00
4.969999888911843300e+00,1.421004837932725584e+00,-1.311329011130011546e+00
4.974999888800084591e+00,1.411769642751363740e+00,-1.320110890527326220e+00
4.979999888688325882e+00,1.417622178348827644e+00,-1.313805039145815368e+00
4.984999888576567173e+00,1.441280802377033599e+00,-1.289693099333562465e+00
4.989999888464808464e+00,1.468026686429164895e+00,-1.262493899497383998e+00
4.994999888353049755e+00,1.506421735591920275e+00,-1.223645534550581671e+00
4.999999888241291046e+00,1.557273020423244336e+00,-1.172340933935210661e+00
5.004999888129532337e+00,1.634418378838958574e+00,-1.094742259735449252e+00
5.009999888017773628e+00,1.702992776201435854e+00,-1.025714546588925025e+00
5.014999887906014919e+00,1.738911456866692573e+00,-9.893425501396211352e-01
5.019999887794256210e+00,1.751165523108270783e+00,-9.766351681139959773e-01
5.024999887682497501e+00,1.740898148506539123e+00,-9.864492269316804673e-01
5.029999887570738792e+00,1.692584486370056096e+00,-1.034309573284116546e+00
5.034999887458980083e+00,1.625279686887803443e+00,-1.101161056982322251e+00
5.039999887347221375e+00,1.593941069046940662e+00,-1.132046359039137862e+00
5.044999887235462666e+00,1.575718195485126039e+00,-1.149815916816905315e+00
5.049999887123703957e+00,1.545904074391824201e+00,-1.179176722126160204e+00
5.054999887011945248e+00,1.518887652923142539e+00,-1.205739827810794917e+00
5.059999886900186539e+00,1.509835891786478257e+00,-1.214338273163412030e+00
5.064999886788427830e+00,1.524874137059317070e+00,-1.198846712106526269e+00
5.069999886676669121e+00,1.545203776263167850e+00,-1.178063757118628541e+00
5.074999886564910412e+00,1.564644985487913642e+00,-1.158169232109835800e+00
5.079999886453151703e+00,1.589929647547275726e+00,-1.132431254266426546e+00
5.084999886341392994e+00,1.626649118764111002e+00,-1.095258467265544322e+00
5.089999886229634285e+00,1.667671793318285633e+00,-1.053782476927322520e+00
5.094999886117875576e+00,1.705324593651932119e+00,-1.015676360809628864e+00
5.099999886006116867e+00,1.740658791233969271e+00,-9.798888474435449858e-01
5.104999885894358158e+00,1.791866593062507507e+00,-9.282277298309593583e-01
5.109999885782599449e+00,1.844653543154414876e+00,-8.749874639550050404e-01
5.114999885670840740e+00,1.905307944768064976e+00,-8.138797465573079926e-01
5.119999885559082031e+00,1.996199924722855457e+00,-7.225344508184705639e-01
5.124999885447323322e+00,2.064642555447889993e+00,-6.536385043093888569e-01
5.129999885335564613e+00,2.125731143039401250e+00,-5.920966009338304303e-01
5.134999885223805904e+00,2.174573499816755628e+00,-5.428009283724293255e-01
5.139999885112047195e+00,2.228976339741004509e+00,-4.879447726641332750e-01
5.144999885000288486e+00,2.276646380616250465e+00,-4.398214160048401489e-01
5.149999884888529778e+00,2.307030322302876524e+00,-4.089841585341673635e-01
5.154999884776771069e+00,2.330216587202769141e+00,-3.853445778502275765e-01
5.159999884665012360e+00,2.357375388679238792e+00,-3.577324605897107546e-01
5.164999884553253651e+00,2.384044588827384903e+00,-3.306099446575174738e-01
5.169999884441494942e+00,2.411670316423708993e+00,-3.025309012771466577e-01
5.174999884329736233e+00,2.432697687372323614e+00,-2.810502145444848665e-01
5.179999884217977524e+00,2.460877670623172531e+00,-2.524169155095887795e-01
5.184999884106218815e+00,2.486011860835584120e+00,-2.268294095131304644e-01
5.189999883994460106e+00,2.512146411943809277e+00,-2.002415426208581373e-01
5.194999883882701397e+00,2.543360952288795662e+00,-1.685736864918245814e-01
5.199999883770942688e+00,2.569132972900568301e+00,-1.423483500960047721e-01
5.204999883659183979e+00,2.589309662702063974e+00,-1.217183445104623729e-01
5.209999883547425270e+00,2.615471823724374367e+00,-9.510286770410480983e-02
5.214999883435666561e+00,2.627224006093479058e+00,-8.289736955095294846e-02
5.219999883323907852e+00,2.643552560759125036e+00,-6.611549910126024443e-02
5.224999883212149143e+00,2.644654012683146149e+00,-6.456073139319196130e-02
5.229999883100390434e+00,2.655700713820047909e+00,-5.306071447224303128e-02
5.234999882988631725e+00,2.657722097674688033e+00,-5.058601483355618100e-02
5.239999882876873016e+00,2.657204245664170905e+00,-5.065055106002613883e-02
5.244999882765114307e+00,2.659370285647973731e+00,-4.803119529217614314e-02
5.249999882653355598e+00,2.659369160944421218e+00,-4.757900421168148597e-02
5.254999882541596889e+00,2.666881619622100352e+00,-3.961322974995562518e-02
5.259999882429838181e+00,2.679442104725466844e+00,-2.659942886254196281e-02
5.264999882318079472e+00,2.678143739870968432e+00,-2.744447793299320537e-02
5.269999882206320763e+00,2.681028140587533581e+00,-2.410676143238132951e-02
5.274999882094562054e+00,2.664302928569727058e+00,-4.037865766614068264e-02
5.279999881982803345e+00,2.641507458027463340e+00,-6.272081242435723070e-02
5.284999881871044636e+00,2.650376674713681435e+00,-5.339827995409240913e-02
5.289999881759285927e+00,2.662666005536027836e+00,-4.065563334769883852e-02
5.294999881647527218e+00,2.671428871184641451e+00,-3.143945191503805248e-02
5.299999881535768509e+00,2.676503119868244518e+00,-2.591188744738781580e-02
5.304999881424009800e+00,2.683390011925535390e+00,-1.857167960605021761e-02
5.309999881312251091e+00,2.690896313732229927e+00,-1.061206201530850990e-02
5.314999881200492382e+00,2.707941840239829645e+00,6.886780276338377860e-03
5.319999881088733673e+00,2.713876274203390615e+00,1.327453002394607395e-02
5.324999880976974964e+00,2.718286553884460055e+00,1.813812548906268418e-02
5.329999880865216255e+00,2.719775482494012131e+00,2.008036988266193035e-02
5.334999880753457546e+00,2.719709781876113119e+00,2.046798504880964487e-02
5.339999880641698837e+00,2.721343006191183189e+00,2.255452514792688490e-02
5.344999880529940128e+00,2.728255172437557885e+00,2.992000717834875090e-02
5.349999880418181419e+00,2.735328224551648812e+00,3.744637507648684860e-02
5.354999880306422710e+00,2.743703840570598462e+00,4.627530687948322452e-02
5.359999880194664001e+00,2.749704467491745241e+00,5.272924958467717360e-02
5.364999880082905293e+00,2.746325228814234798e+00,4.980332669121390055e-02
5.369999879971146584e+00,2.742039119913258549e+00,4.597053357428482201e-02
5.374999879859387875e+00,2.732632578242748522e+00,3.701730768782152126e-02
5.379999879747629166e+00,2.724607250418612292e+00,2.944529564773246122e-02
5.384999879635870457e+00,2.714653302698970982e+00,1.994466371213832190e-02
5.389999879524111748e+00,2.701277100418901789e+00,7.021777216115854259e-03
5.394999879412353039e+00,2.691251336065228816e+00,-2.550671353509947892e-03
5.399999879300594330e+00,2.677245520614706109e+00,-1.610317101998548495e-02
5.404999879188835621e+00,2.663113824101939198e+00,-2.978155174870567024e-02
5.409999879077076912e+00,2.647572474093642825e+00,-4.486958597295487294e-02
5.414999878965318203e+00,2.636233059743089857e+00,-5.575568453946067038e-02
5.419999878853559494e+00,2.621935082923053884e+00,-6.960034557544947376e-02
5.424999878741800785e+00,2.607234850114318547e+00,-8.384726260013808385e-02
5.429999878630042076e+00,2.592686911288639262e+00,-9.794188564177019884e-02
5.434999878518283367e+00,2.574227388802773131e+00,-1.159480923435891597e-01
5.439999878406524658e+00,2.553898588175956608e+00,-1.358235771863589569e-01
5.444999878294765949e+00,2.539645831222133499e+00,-1.496230183561348959e-01
5.449999878183007240e+00,2.532650306350885838e+00,-1.561652274433353860e-01
5.454999878071248531e+00,2.516234632725288911e+00,-1.721275852848855870e-01
5.459999877959489822e+00,2.512611343071554426e+00,-1.752975591545729017e-01
5.464999877847731113e+00,2.505927113073683099e+00,-1.815284733683970586e-01
5.469999877735972404e+00,2.512759542968024284e+00,-1.742427276900091471e-01
5.474999877624213696e+00,2.515723525736957455e+00,-1.708254291370288058e-01
5.479999877512454987e+00,2.511517277340220566e+00,-1.745783617497185247e-01
5.484999877400696278e+00,2.519217133007885412e+00,-1.664251902980065090e-01
5.489999877288937569e+00,2.527317228758194201e+00,-1.578717787636509939e-01
5.494999877177178860e+00,2.537198120064903417e+00,-1.475375716728946074e-01
5.499999877065420151e+00,2.546879118003878339e+00,-1.374032579498725148e-01
5.504999876953661442e+00,2.553674946144502300e+00,-1.301541140252018280e-01
5.509999876841902733e+00,2.558229977775917430e+00,-1.251457666097395283e-01
5.514999876730144024e+00,2.560391379281150570e+00,-1.225310493204592177e-01
5.519999876618385315e+00,2.562322444291519119e+00,-1.201466685260434986e-01
5.524999876506626606e+00,2.564299420976322796e+00,-1.177163760571930951e-01
5.529999876394867897e+00,2.561069040916978512e+00,-1.204934403324902092e-01
5.534999876283109188e+00,2.561263947117743633e+00,-1.198452183476779176e-01
5.539999876171350479e+00,2.559109163401946052e+00,-1.215466862794283287e-01
5.544999876059591770e+00,2.550487314017619855e+00,-1.297152198797077993e-01
5.549999875947833061e+00,2.549974018770084339e+00,-1.297751993431961459e-01
5.554999875836074352e+00,2.545831452322434352e+00,-1.334644500067989625e-01
5.559999875724315643e+00,2.542786678933470323e+00,-1.360559076117162647e-01
5.564999875612556934e+00,2.530227785004773633e+00,-1.481614857563657850e-01
5.569999875500798225e+00,2.527667061000427928e+00,-1.502688939766647636e-01
5.574999875389039516e+00,2.520498684951814727e+00,-1.569839542412307942e-01
5.579999875277280807e+00,2.517968699396450738e+00,-1.590606240125476134e-01
5.584999875165522099e+00,2.511790808015473164e+00,-1.647851996094780169e-01
5.589999875053763390e+00,2.512428806607421627e+00,-1.636938852334823835e-01
5.594999874942004681e+00,2.513234248788735581e+00,-1.624351272681217040e-01
5.599999874830245972e+00,2.509951758715106784e+00,-1.652643015577033303e-01
5.604999874718487263e+00,2.514608249951481245e+00,-1.601544945372816997e-01
5.609999874606728554e+00,2.512933488036044771e+00,-1.613759406686714470e-01
5.614999874494969845e+00,2.519393600873808925e+00,-1.544625120468601231e-01
5.619999874383211136e+00,2.524204265166858807e+00,-1.491985319697630707e-01
5.624999874271452427e+00,2.526739435159627511e+00,-1.462100461929476403e-01
5.629999874159693718e+00,2.534437314885018999e+00,-1.380588506835089824e-01
5.634999874047935009e+00,2.541166418138214311e+00,-1.308764316462665001e-01
5.639999873936176300e+00,2.549878434890082257e+00,-1.217110991103513840e-01
5.644999873824417591e+00,2.563699880175383417e+00,-1.074363380410034985e-01
5.649999873712658882e+00,2.569550415878888217e+00,-1.011324865534515283e-01
5.654999873600900173e+00,2.579247933785163038e+00,-9.098165286312998035e-02
5.659999873489141464e+00,2.582744150630260194e+00,-8.703212023398565478e-02
5.664999873377382755e+00,2.576288116912409443e+00,-9.303483816778923554e-02
5.669999873265624046e+00,2.560261850516761140e+00,-1.086077887793903685e-01
5.674999873153865337e+00,2.540340140161879035e+00,-1.280761833502257474e-01
5.679999873042106628e+00,2.541995740984889895e+00,-1.259672667431677162e-01
5.684999872930347919e+00,2.574191810102984146e+00,-9.331788184102629558e-02
5.689999872818589211e+00,2.601392317489544137e+00,-6.566405867041957833e-02
5.694999872706830502e+00,2.639957217819958846e+00,-2.664584255595769946e-02
5.699999872595071793e+00,2.700867620933999902e+00,3.471787634213052698e-02
5.704999872483313084e+00,2.767450101828686115e+00,1.017536730208639106e-01
5.709999872371554375e+00,2.813163088904655051e+00,1.479199758808795728e-01
5.714999872259795666e+00,2.830612361521901210e+00,1.658225642821729018e-01
5.719999872148036957e+00,2.819209872274407669e+00,1.548733908187265307e-01
5.724999872036278248e+00,2.777081018191163153e+00,1.131978525195291851e-01
5.729999871924519539e+00,2.704749593343219516e+00,4.131974345563227402e-02
5.734999871812760830e+00,2.648370110857346749e+00,-1.460642324619332300e-02
5.739999871701002121e+00,2.622061707272644426e+00,-4.046151104684891919e-02
5.744999871589243412e+00,2.599682241200397037e+00,-6.238766133504913824e-02
5.749999871477484703e+00,2.551212408262994114e+00,-1.104041784884048916e-01
5.754999871365725994e+00,2.515128019881464283e+00,-1.460352510858875519e-01
5.759999871253967285e+00,2.505212709477839361e+00,-1.554972457054653034e-01
5.764999871142208576e+00,2.509664653792187394e+00,-1.505919856070705443e-01
5.769999871030449867e+00,2.518783387528167328e+00,-1.410199360870434404e-01
5.774999870918691158e+00,2.530478383592942748e+00,-1.288716242382212940e-01
5.779999870806932449e+00,2.548349835962716803e+00,-1.105468560844000692e-01
5.784999870695173740e+00,2.581820707741179000e+00,-7.662266852189070221e-02
5.789999870583415031e+00,2.606277845471568266e+00,-5.171221500745470934e-02
5.794999870471656322e+00,2.635912592604377380e+00,-2.162415209059842525e-02
5.799999870359897614e+00,2.666708871030085248e+00,9.625442119156613074e-03
5.804999870248138905e+00,2.707750225899475005e+00,5.112011277259354003e-02
5.809999870136380196e+00,2.760970802730669416e+00,1.047940053878351208e-01
5.814999870024621487e+00,2.819324429125297460e+00,1.636009475665098911e-01
5.819999869912862778e+00,2.887078013891280825e+00,2.318078481165404270e-01
5.824999869801104069e+00,2.946295813219408810e+00,2.914789632287151377e-01
5.829999869689345360e+00,2.998886003149324964e+00,3.445224689426784614e-01
5.834999869577586651e+00,3.043082706654666847e+00,3.891724882320675150e-01
5.839999869465827942e+00,3.079523483215487634e+00,4.260665805769354719e-01
5.844999869354069233e+00,3.109623551082899784e+00,4.566199642283943483e-01
5.849999869242310524e+00,3.132245904650011514e+00,4.796956335795532489e-01
5.854999869130551815e+00,3.152932799929552665e+00,5.008358446431415700e-01
5.859999869018793106e+00,3.179163060133633145e+00,5.275194206312692202e-01
5.864999868907034397e+00,3.199815897364830963e+00,5.486255736465137645e-01
5.869999868795275688e+00,3.225490154036163570e+00,5.747531461018935417e-01
5.874999868683516979e+00,3.253154916663527629e+00,6.028712245133043268e-01
5.879999868571758270e+00,3.278607353362461563e+00,6.287769769962854305e-01
5.884999868459999561e+00,3.314192409476097279e+00,6.648153488939683164e-01
5.889999868348240852e+00,3.347329268606875630e+00,6.984055238087938378e-01
5.894999868236482143e+00,3.381565309684745113e+00,7.330948806707100474e-01
5.899999868124723434e+00,3.419169169467712877e+00,7.711520562377249810e-01
5.904999868012964725e+00,3.453096409216632079e+00,8.055326117706913536e-01
5.909999867901206017e+00,3.487902161436254644e+00,8.407916797743606452e-01
5.914999867789447308e+00,3.515313266064854503e+00,8.686561001870076737e-01
5.919999867677688599e+00,3.546582995819574258e+00,9.003791457257745989e-01
5.924999867565929890e+00,3.563906889835370517e+00,9.181563555256175846e-01
5.929999867454171181e+00,3.580419144395825537e+00,9.351219258701197745e-01
5.934999867342412472e+00,3.593129578377546540e+00,9.482856756358879480e-01
5.939999867230653763e+00,3.603076842452024309e+00,9.586862554944124426e-01
5.944999867118895054e+00,3.616847825900997737e+00,9.729105547274334853e-01
5.949999867007136345e+00,3.626178546449308815e+00,9.826945910597917333e-01
5.954999866895377636e+00,3.642936860896746953e+00,9.999062212912761538e-01
5.959999866783618927e+00,3.659286652697825382e+00,1.016709328876402196e+00
5.964999866671860218e+00,3.670627593982319858e+00,1.028503585944943843e+00
5.969999866560101509e+00,3.670641662702552210e+00,1.028970970449223366e+00
5.974999866448342800e+00,3.656417685119946803e+00,1.015200308650664240e+00
5.979999866336584091e+00,3.650063303472722787e+00,1.009299242787487394e+00
5.984999866224825382e+00,3.668653030522905922e+00,1.028342285621717700e+00
5.989999866113066673e+00,3.682572651337188141e+00,1.042715222220047089e+00
5.994999866001307964e+00,3.688445573390954468e+00,1.049041460057860142e+00
5.999999865889549255e+00,3.694609391312342783e+00,1.055658593763295627e+00
6.004999865777790546e+00,3.702905573769986081e+00,1.064408092004986095e+00
6.009999865666031837e+00,3.717201156578698207e+00,1.079156990597745391e+00
6.014999865554273129e+00,3.729910959947132287e+00,1.092320109750226642e+00
6.019999865442514420e+00,3.729950494620328794e+00,1.092812960207470319e+00
6.024999865330755711e+00,3.728369829672268931e+00,1.091685611043456738e+00
6.029999865218997002e+00,3.719813479165009262e+00,1.083582576320244684e+00
6.034999865107238293e+00,3.712367367610154290e+00,1.076589780549435993e+00
6.039999864995479584e+00,3.705906168861889061e+00,1.070581897585218378e+00
6.044999864883720875e+00,3.705514342505926706e+00,1.070643387013302750e+00
6.049999864771962166e+00,3.709985184282297510e+00,1.075567544573720724e+00
6.054999864660203457e+00,3.710170422027223136e+00,1.076206098102693964e+00
6.059999864548444748e+00,3.711629385617949861e+00,1.078118377477466971e+00
6.064999864436686039e+00,3.707731535412519985e+00,1.074673843056084266e+00
6.069999864324927330e+00,3.697357598914168264e+00,1.064753222341779271e+00
6.074999864213168621e+00,3.686571406851897770e+00,1.054420346063555947e+00
6.079999864101409912e+00,3.668523419839277544e+00,1.036825674834982891e+00
6.084999863989651203e+00,3.656767023130759409e+00,1.025522593910512370e+00
6.089999863877892494e+00,3.649885968919243773e+00,1.019094855483043460e+00
6.094999863766133785e+00,3.631927430049583183e+00,1.001589632397429597e+00
6.099999863654375076e+00,3.621221581530195355e+00,9.913370996620889386e-01
6.104999863542616367e+00,3.607339312176550905e+00,9.779081460924912150e-01
6.109999863430857658e+00,3.587231970224058042e+00,9.582541199240459662e-01
6.114999863319098949e+00,3.573233321505217663e+00,9.447087869892527578e-01
6.119999863207340240e+00,3.554281386664011055e+00,9.262101679320933201e-01
6.124999863095581532e+00,3.545415924811904151e+00,9.177980218640326981e-01
6.129999862983822823e+00,3.530131502794990439e+00,9.029669156311666001e-01
6.134999862872064114e+00,3.511743323641242309e+00,8.850320522614651964e-01
6.139999862760305405e+00,3.498748382799746537e+00,8.724904272040161501e-01
6.144999862648546696e+00,3.489282448835761219e+00,8.634778090240784465e-01
6.149999862536787987e+00,3.474716898714414359e+00,8.493655746867787570e-01
6.154999862425029278e+00,3.467604693790005133e+00,8.427066855464167006e-01
6.159999862313270569e+00,3.462137068878450297e+00,8.376923764189081467e-01
6.164999862201511860e+00,3.462296331610400291e+00,8.383049549349053109e-01
6.169999862089753151e+00,3.461929409789860745e+00,8.383913488984129359e-01
6.174999861977994442e+00,3.461981344677122152e+00,8.388965995697210687e-01
6.179999861866235733e+00,3.465207806730111084e+00,8.425763774067576151e-01
6.184999861754477024e+00,3.466566289573060899e+00,8.443881760337541564e-01
6.189999861642718315e+00,3.470691940098579842e+00,8.489671423433202690e-01
6.194999861530959606e+00,3.476902780531003323e+00,8.556312985597909204e-01
6.199999861419200897e+00,3.484697032018055918e+00,8.638788658308902413e-01
6.204999861307442188e+00,3.490835872094814718e+00,8.704710216916966559e-01
6.209999861195683479e+00,3.496777095422141990e+00,8.768655608030702098e-01
6.214999861083924770e+00,3.503689682418310802e+00,8.842314635832861924e-01
6.219999860972166061e+00,3.514064707273921950e+00,8.950598042229449547e-01
6.224999860860407352e+00,3.520183879096526081e+00,9.016322918295953670e-01
6.229999860748648643e+00,3.525186392235228894e+00,9.070881207523457945e-01
6.234999860636889935e+00,3.528374704125553762e+00,9.107297484267178334e-01
6.239999860525131226e+00,3.539129304350550953e+00,9.219376644357621942e-01
6.244999860413372517e+00,3.542469557761434018e+00,9.257312336306915412e-01
6.249999860301613808e+00,3.543512746131586511e+00,9.272277377848912039e-01
6.254999860189855099e+00,3.539455723883150107e+00,9.236240313205019703e-01
6.259999860078096390e+00,3.533389863588969337e+00,9.180114868103679271e-01
6.264999859966337681e+00,3.526803465943369353e+00,9.118784049488155574e-01
6.269999859854578972e+00,3.528628186525719190e+00,9.141564413152121205e-01
6.274999859742820263e+00,3.520960421767621362e+00,9.069419923411610185e-01
6.279999859631061554e+00,3.516623538343584876e+00,9.030584247011717025e-01
6.284999859519302845e+00,3.511669171741944151e+00,8.985573738835785917e-01
6.289999859407544136e+00,3.507271617327714974e+00,8.946131352533965853e-01
6.294999859295785427e+00,3.499437051417044753e+00,8.872318851267726458e-01
6.299999859184026718e+00,3.492731143880345890e+00,8.809792933741213972e-01
6.304999859072268009e+00,3.493781974005395696e+00,8.824834392832183738e-01
6.309999858960509300e+00,3.487332370031497319e+00,8.764871510933662790e-01
6.314999858848750591e+00,3.491419691948701498e+00,8.810277887946176278e-01
6.319999858736991882e+00,3.493042862252589309e+00,8.831042748825526090e-01
6.324999858625233173e+00,3.496901974911379885e+00,8.874167033253899106e-01
6.329999858513474464e+00,3.500201087592660354e+00,8.911691317907175502e-01
6.334999858401715755e+00,3.511152177053488366e+00,9.025735370355931764e-01
6.339999858289957047e+00,3.515486954108333340e+00,9.073616298744848763e-01
6.344999858178198338e+00,3.523208058996258885e+00,9.155360505464571474e-01
6.349999858066439629e+00,3.532753200367284130e+00,9.255345077015295630e-01
6.354999857954680920e+00,3.541520050477029002e+00,9.347546735953216057e-01
6.359999857842922211e+00,3.551473064737414642e+00,9.451610036397548598e-01
6.364999857731163502e+00,3.561790910491442474e+00,9.559321651778294182e-01
6.369999857619404793e+00,3.579579430641957494e+00,9.741740011123916076e-01
6.374999857507646084e+00,3.583523676948431991e+00,9.785715632029132749e-01
6.379999857395887375e+00,3.600252162321422755e+00,9.957533643599507656e-01
6.384999857284128666e+00,3.616438159571125688e+00,1.012392677393700424e+00
6.389999857172369957e+00,3.615370565912723766e+00,1.011778399519346117e+00
6.394999857060611248e+00,3.616001526413661793e+00,1.012862675804330870e+00
6.399999856948852539e+00,3.599648018335042998e+00,9.969624835097592452e-01
6.404999856837093830e+00,3.591407858918595597e+00,9.891756398773585701e-01
6.409999856725335121e+00,3.597891484902198123e+00,9.961125816450087100e-01
6.414999856613576412e+00,3.623984635710595370e+00,1.022659048237452240e+00
6.419999856501817703e+00,3.654644965084885566e+00,1.053772693395790050e+00
6.424999856390058994e+00,3.699655919593270337e+00,1.099236963688221103e+00
6.429999856278300285e+00,3.766116180563216176e+00,1.166150540442214556e+00
6.434999856166541576e+00,3.847432757218097521e+00,1.247920432881143071e+00
6.439999856054782867e+00,3.890401986251183164e+00,1.291342977698275440e+00
6.444999855943024158e+00,3.897898707596977541e+00,1.299293014828116988e+00
6.449999855831265450e+00,3.885077351062481199e+00,1.286924974077667372e+00
6.454999855719506741e+00,3.826493304345917057e+00,1.228794243145150844e+00
6.459999855607748032e+00,3.750185023438711518e+00,1.152939278021992031e+00
6.464999855495989323e+00,3.695495715973897699e+00,1.098703286341224938e+00
6.469999855384230614e+00,3.669082777168314546e+00,1.072743663319688956e+00
6.474999855272471905e+00,3.636636546132485659e+00,1.040750748067907239e+00
6.479999855160713196e+00,3.584337723388959063e+00,9.889052411084273686e-01
6.484999855048954487e+00,3.556857289446368586e+00,9.618781229498845065e-01
6.489999854937195778e+00,3.556465059096305836e+00,9.619392083838684826e-01
6.494999854825437069e+00,3.571025751621768052e+00,9.769532166933778683e-01
6.499999854713678360e+00,3.578215951536575901e+00,9.845967323922328873e-01
6.504999854601919651e+00,3.592529607988994123e+00,9.993637046286982795e-01
6.509999854490160942e+00,3.607843786096857297e+00,1.015131198520608180e+00
6.514999854378402233e+00,3.625904961175813401e+00,1.033645689383611455e+00
6.519999854266643524e+00,3.651451812018132070e+00,1.059645856009977294e+00
6.524999854154884815e+00,3.672127186683585620e+00,1.080774546459477570e+00
6.529999854043126106e+00,3.698047555616139626e+00,1.107148231176078745e+00
6.534999853931367397e+00,3.729860195714385984e+00,1.139414187058371830e+00
6.539999853819608688e+00,3.780576623695768745e+00,1.190583930823802206e+00
6.544999853707849979e+00,3.824486946346442817e+00,1.234947569258523004e+00
6.549999853596091270e+00,3.884553421553255337e+00,1.295467360249382693e+00
6.554999853484332561e+00,3.935420838862313975e+00,1.346788093342488501e+00
6.559999853372573853e+00,3.993551171910942887e+00,1.405371742175163696e+00
6.564999853260815144e+00,4.033583662486705634e+00,1.445857548534974057e+00
6.569999853149056435e+00,4.065981186943261605e+00,1.478708388775577198e+00
6.574999853037297726e+00,4.081399789191804572e+00,1.494580306808167336e+00
6.579999852925539017e+00,4.100856061241555217e+00,1.514489894641964263e+00
6.584999852813780308e+00,4.117062252068644845e+00,1.531149401253101061e+00
6.589999852702021599e+00,4.134372611198859460e+00,1.548913076167362846e+00
6.594999852590262890e+00,4.149319742742703987e+00,1.564313523495254543e+00
6.599999852478504181e+00,4.166734054387821296e+00,1.582181150924419022e+00
6.604999852366745472e+00,4.182694562819285977e+00,1.598594975139930874e+00
6.609999852254986763e+00,4.206584266374728820e+00,1.622937994479420887e+00
6.614999852143228054e+00,4.233668324225480895e+00,1.650475368114219243e+00
6.619999852031469345e+00,4.259923754099574467e+00,1.677184113772359986e+00
6.624999851919710636e+00,4.284861495479606930e+00,1.702575170936439619e+00
6.629999851807951927e+00,4.309237111612855387e+00,1.727404102853735246e+00
6.634999851696193218e+00,4.336183510210757319e+00,1.754803817235684349e+00
6.639999851584434509e+00,4.350419674378265711e+00,1.769493297187239911e+00
6.644999851472675800e+00,4.364680030026057977e+00,1.784206968619078459e+00
6.649999851360917091e+00,4.368980093529208908e+00,1.788960347906276560e+00
6.654999851249158382e+00,4.373846107462115995e+00,1.794279677623230818e+00
6.659999851137399673e+00,4.374062154279443781e+00,1.794949040224605774e+00
6.664999851025640965e+00,4.372547354311748791e+00,1.793887556040957953e+00
6.669999850913882256e+00,4.365288014650955617e+00,1.787081532164211950e+00
6.674999850802123547e+00,4.358696800519955339e+00,1.780943633817258842e+00
