real,imag,mag,phase,unwrapped_phase
-6.377101226971549295e+02,5.468442513711222091e+03,5.505500678989580592e+03,1.686888369502325791e+00,1.686888369502325791e+00
-7.432656170291122635e+02,5.457808427247004147e+03,5.508186326367879701e+03,1.706147577757765932e+00,1.706147577757765932e+00
-8.201634755417838960e+02,5.436011510547391481e+03,5.497534835671031033e+03,1.720542852373625031e+00,1.720542852373625031e+00
-8.997723705523496847e+02,5.445924324100103149e+03,5.519753804531009337e+03,1.734536527033801123e+00,1.734536527033801123e+00
-9.717502794501237986e+02,5.408835651165285526e+03,5.495434624024564073e+03,1.748559712760709539e+00,1.748559712760709539e+00
-1.077732109406491190e+03,5.494317361032302870e+03,5.599020428913144315e+03,1.764491051190504312e+00,1.764491051190504312e+00
-1.145098717870188239e+03,5.393728221881239733e+03,5.513941893526454805e+03,1.779992165451534714e+00,1.779992165451534714e+00
-1.203838765913792258e+03,5.454173712790965510e+03,5.585448832781195961e+03,1.788032160006814975e+00,1.788032160006814975e+00
-1.164018270840814239e+03,5.456880429382869806e+03,5.579648963459350853e+03,1.780958542449441628e+00,1.780958542449441628e+00
-1.079243756695151205e+03,5.452350090009774249e+03,5.558137151096134403e+03,1.766211319811795688e+00,1.766211319811795688e+00
-1.091906759085630028e+03,5.461224676496578468e+03,5.569311926774442327e+03,1.768132344449139026e+00,1.768132344449139026e+00
-1.032476612399234455e+03,5.463894597834429078e+03,5.560589189231268392e+03,1.757557691310749348e+00,1.757557691310749348e+00
-9.617943943731536365e+02,5.450966964227716744e+03,5.535168407749627477e+03,1.745443448433604994e+00,1.745443448433604994e+00
-8.047587838327865484e+02,5.402311176366893051e+03,5.461922989795322792e+03,1.718674529803973394e+00,1.718674529803973394e+00
-7.077120231634524998e+02,5.414781415876716892e+03,5.460834559795230234e+03,1.700759652468763816e+00,1.700759652468763816e+00
-6.724530947546527386e+02,5.409889391831892681e+03,5.451522392552409656e+03,1.694462730917459581e+00,1.694462730917459581e+00
-6.254794492715936940e+02,5.410375827390507766e+03,5.446410848905232342e+03,1.685892778101881539e+00,1.685892778101881539e+00
-5.728489817313295589e+02,5.426302201675842298e+03,5.456455950503285749e+03,1.675975688812368247e+00,1.675975688812368247e+00
-5.464726763406820282e+02,5.456694475880986829e+03,5.483990060995463864e+03,1.670610720338651101e+00,1.670610720338651101e+00
-5.077511827151263333e+02,5.442684164799933569e+03,5.466317058249782349e+03,1.663817674914900291e+00,1.663817674914900291e+00
-4.635487526328326453e+02,5.444090030480110727e+03,5.463789317501215010e+03,1.655738594370461891e+00,1.655738594370461891e+00
-4.943539824180581945e+02,5.452202462904367167e+03,5.474568252970551839e+03,1.661219584397519267e+00,1.661219584397519267e+00
-5.212076675270807300e+02,5.446261172215299666e+03,5.471144138904493957e+03,1.666205852082932815e+00,1.666205852082932815e+00
-4.967377249895864111e+02,5.384241115949664163e+03,5.407106505526843648e+03,1.662793609801768380e+00,1.662793609801768380e+00
-5.222712724951613836e+02,5.387390648396566576e+03,5.412646790665772642e+03,1.667437608115014624e+00,1.667437608115014624e+00
-4.554522655216251223e+02,5.370715489419701044e+03,5.389992730464621673e+03,1.655396815030536484e+00,1.655396815030536484e+00
-3.941229391657087717e+02,5.344962109355230496e+03,5.359473186948483090e+03,1.644400394674496280e+00,1.644400394674496280e+00
-3.359055321237103726e+02,5.347793659814326020e+03,5.358332721515304911e+03,1.633525901232952604e+00,1.633525901232952604e+00
-2.564278038680322993e+02,5.312256125471907581e+03,5.318441534999739815e+03,1.619029866255182082e+00,1.619029866255182082e+00
-1.640892962635664674e+02,5.350557893525803593e+03,5.353073422728251899e+03,1.601454416310108098e+00,1.601454416310108098e+00
-6.620185772404883551e+01,5.296404453182438374e+03,5.296818178648090907e+03,1.583295072113920954e+00,1.583295072113920954e+00
2.709480728850616060e+01,5.358538246386043284e+03,5.358606746773270970e+03,1.565739989574665758e+00,1.565739989574665758e+00
1.339262686750517446e+02,5.329980251905863042e+03,5.331662567262458651e+03,1.545674640113723131e+00,1.545674640113723131e+00
2.321509391532113113e+02,5.311207625562202338e+03,5.316278820789952078e+03,1.527114497573209828e+00,1.527114497573209828e+00
2.826774419871084660e+02,5.324096713188383546e+03,5.331595666176471241e+03,1.517752160651361981e+00,1.517752160651361981e+00
3.687406696483085966e+02,5.312314021765323560e+03,5.325096238313177309e+03,1.501495045640128367e+00,1.501495045640128367e+00
3.901463032857046755e+02,5.263799272339019808e+03,5.278238050471416500e+03,1.496812841856784315e+00,1.496812841856784315e+00
4.747933135478693885e+02,5.267419041883793398e+03,5.288774154129644558e+03,1.480901508684590917e+00,1.480901508684590917e+00
5.369031914150231160e+02,5.272670067796705553e+03,5.299935346850086717e+03,1.469318526326092833e+00,1.469318526326092833e+00
6.065318198607743625e+02,5.283489080145719527e+03,5.318189326126203014e+03,1.456499071435775949e+00,1.456499071435775949e+00
6.969061741794849922e+02,5.260397143574554320e+03,5.306359988140346104e+03,1.439081679325972418e+00,1.439081679325972418e+00
7.793101716961889451e+02,5.241635954598706121e+03,5.299252006109072681e+03,1.423200617420729230e+00,1.423200617420729230e+00
8.370275074646854137e+02,5.223528135008900790e+03,5.290166464817729320e+03,1.411905317146183947e+00,1.411905317146183947e+00
9.123472157073790640e+02,5.190412899290928181e+03,5.269987049996865608e+03,1.396798342182751451e+00,1.396798342182751451e+00
9.365880222555347245e+02,5.139729192121180859e+03,5.224367262336671956e+03,1.390548891345668725e+00,1.390548891345668725e+00
9.816634735192135395e+02,5.135823089808064651e+03,5.228799287125818410e+03,1.381933908491274288e+00,1.381933908491274288e+00
9.823312389880752562e+02,5.137934919425741100e+03,5.230998938954799087e+03,1.381884316977817218e+00,1.381884316977817218e+00
1.000121360504481231e+03,5.123280708991296706e+03,5.219985436652069438e+03,1.378009672062798119e+00,1.378009672062798119e+00
9.914063926793025985e+02,5.174835924899158272e+03,5.268948043497137405e+03,1.381507762628578995e+00,1.381507762628578995e+00
9.910616849129572756e+02,5.173611418005639280e+03,5.267680549143125972e+03,1.381528292961732518e+00,1.381528292961732518e+00
9.850973994777002645e+02,5.168995322169062092e+03,5.262027130969905556e+03,1.382476464569341035e+00,1.382476464569341035e+00
9.586411995929493060e+02,5.195952377539477311e+03,5.283645905926621708e+03,1.388350293640480349e+00,1.388350293640480349e+00
9.656571075170759286e+02,5.209072270254057003e+03,5.297822908141419248e+03,1.387497292428268469e+00,1.387497292428268469e+00
9.501683373586658945e+02,5.176707916373290573e+03,5.263185795766745287e+03,1.389270004295600991e+00,1.389270004295600991e+00
9.584783574996802145e+02,5.205927959644885959e+03,5.293426742933886089e+03,1.388722465532354233e+00,1.388722465532354233e+00
9.698570479009842984e+02,5.233961666522299311e+03,5.323060907033479452e+03,1.387573774021507722e+00,1.387573774021507722e+00
9.695386360275899733e+02,5.203890650628299227e+03,5.293437736523105741e+03,1.386597880524152560e+00,1.386597880524152560e+00
9.507312442108167261e+02,5.161845173166926543e+03,5.248669878213464472e+03,1.388653306261759424e+00,1.388653306261759424e+00
9.685708388130701678e+02,5.205993454605679290e+03,5.295327876458286482e+03,1.386850286424057721e+00,1.386850286424057721e+00
1.023603975658583295e+03,5.185482350697937363e+03,5.285545601769401401e+03,1.375903913104038478e+00,1.375903913104038478e+00
1.048973023686194665e+03,5.208926391211376540e+03,5.313497770158535786e+03,1.372074302409628244e+00,1.372074302409628244e+00
1.095968794834639993e+03,5.184269872842352925e+03,5.298849093313769117e+03,1.362461031613901641e+00,1.362461031613901641e+00
1.112097426835398210e+03,5.181377226389260613e+03,5.299380213658874709e+03,1.359370445237417568e+00,1.359370445237417568e+00
1.191698801570343221e+03,5.155550998944858293e+03,5.291488650312454411e+03,1.343637246308488464e+00,1.343637246308488464e+00
1.187916924294441287e+03,5.150040748517578322e+03,5.285268803988748914e+03,1.344099617338306407e+00,1.344099617338306407e+00
1.228844823796104265e+03,5.192261263727417827e+03,5.335694578194549649e+03,1.338403750318314156e+00,1.338403750318314156e+00
1.245123375974817918e+03,5.150133008344172595e+03,5.298509434268766199e+03,1.333582873344022035e+00,1.333582873344022035e+00
1.302316523567681543e+03,5.151218735129081324e+03,5.313293026429303609e+03,1.323167975624289117e+00,1.323167975624289117e+00
1.289574920575598298e+03,5.175432997208177767e+03,5.333676985379672260e+03,1.326596758403501664e+00,1.326596758403501664e+00
1.312831923461144697e+03,5.172627425203369057e+03,5.336628349362988047e+03,1.322240937260682481e+00,1.322240937260682481e+00
1.332735344150292121e+03,5.165646876934551074e+03,5.334800010753081551e+03,1.318302821116414947e+00,1.318302821116414947e+00
1.315139623175859015e+03,5.126945753223057181e+03,5.292935384542218344e+03,1.319695153305544544e+00,1.319695153305544544e+00
1.342412162325003010e+03,5.183399350971970307e+03,5.354409327387544181e+03,1.317381135364162459e+00,1.317381135364162459e+00
1.283103221988647874e+03,5.181348818754738204e+03,5.337858134110419996e+03,1.328041161566414274e+00,1.328041161566414274e+00
1.293839586055248901e+03,5.199019168187363903e+03,5.357594720172779489e+03,1.326888777502987393e+00,1.326888777502987393e+00
1.286920943335779839e+03,5.197014638994008237e+03,5.353982319013975939e+03,1.328052355824164810e+00,1.328052355824164810e+00
1.237733008748529755e+03,5.208936115138183595e+03,5.353970344756922714e+03,1.337505551633656475e+00,1.337505551633656475e+00
1.190814925257659752e+03,5.196470847466453961e+03,5.331167738383884171e+03,1.345527405399690846e+00,1.345527405399690846e+00
1.158510019448099911e+03,5.217331697379680918e+03,5.344407872313300686e+03,1.352291227627737680e+00,1.352291227627737680e+00
1.070996430247070293e+03,5.286505118523147758e+03,5.393901159807565818e+03,1.370911017044542435e+00,1.370911017044542435e+00
1.017259265570995581e+03,5.276190698276257535e+03,5.373360652140048842e+03,1.380331559530452834e+00,1.380331559530452834e+00
9.417159530501498921e+02,5.297028330466660009e+03,5.380087180519992216e+03,1.394852670258540428e+00,1.394852670258540428e+00
9.033238260699330340e+02,5.328257102865250999e+03,5.404286973225943257e+03,1.402858552300185746e+00,1.402858552300185746e+00
7.503720529813862186e+02,5.364960396845975083e+03,5.417181765237458421e+03,1.431832451295294018e+00,1.431832451295294018e+00
6.623316124537566338e+02,5.387597080509315674e+03,5.428156728279692288e+03,1.448473730355973821e+00,1.448473730355973821e+00
5.735545646443752048e+02,5.393696540973926858e+03,5.424106121264452668e+03,1.464856506385019852e+00,1.464856506385019852e+00
4.946432135730785831e+02,5.403360276279446225e+03,5.425953758005001873e+03,1.479507137788243387e+00,1.479507137788243387e+00
4.193766836449494804e+02,5.393671992137244160e+03,5.409951419518550210e+03,1.493198985206951823e+00,1.493198985206951823e+00
4.273596955771591865e+02,5.419329312862035295e+03,5.436153650390089751e+03,1.492100773333080888e+00,1.492100773333080888e+00
3.739684688021970373e+02,5.400604638052138398e+03,5.413537002017121267e+03,1.501661019544649811e+00,1.501661019544649811e+00
2.469276177695872434e+02,5.448989310158771332e+03,5.454581354296765312e+03,1.525511084930673888e+00,1.525511084930673888e+00
2.333790951121643786e+01,5.420873128724799244e+03,5.420923365603958700e+03,1.566491159569684877e+00,1.566491159569684877e+00
-2.117735083134660954e+02,5.449993159906009168e+03,5.454106110248101686e+03,1.609634360564395905e+00,1.609634360564395905e+00
-5.191717750094742314e+02,5.443542483767363592e+03,5.468244151877880540e+03,1.665882596981979047e+00,1.665882596981979047e+00
-9.231370983955659995e+02,5.478793462404738420e+03,5.556020149902543380e+03,1.737721227615822928e+00,1.737721227615822928e+00
-1.379156816810453847e+03,5.462468286628745773e+03,5.633882613951016538e+03,1.818106507103621983e+00,1.818106507103621983e+00
-1.735661893181110599e+03,5.375625367696719877e+03,5.648882216975808660e+03,1.883106191516667360e+00,1.883106191516667360e+00
-1.900499087854123900e+03,5.327822194714446596e+03,5.656640886730057900e+03,1.913438260131731017e+00,1.913438260131731017e+00
-1.885155110622755274e+03,5.308698742887120716e+03,5.633479576055849066e+03,1.912013384666011673e+00,1.912013384666011673e+00
-1.709122008158854896e+03,5.345664904217921503e+03,5.612239419960641499e+03,1.880246281957391963e+00,1.880246281957391963e+00
-1.287745198944842969e+03,5.301646026159161920e+03,5.455798592698847642e+03,1.809077169535465490e+00,1.809077169535465490e+00
-8.955022272292137586e+02,5.382663486046366415e+03,5.456646446581389682e+03,1.735654263287900623e+00,1.735654263287900623e+00
-6.744601171301296745e+02,5.408835536006286929e+03,5.450724566987732942e+03,1.694851979998026170e+00,1.694851979998026170e+00
-5.942232385401485999e+02,5.420640470205134079e+03,5.453113272658736605e+03,1.679982683460990334e+00,1.679982683460990334e+00
-4.801169180232769804e+02,5.395640001534326075e+03,5.416958859095157095e+03,1.659544971448201567e+00,1.659544971448201567e+00
-3.656987143425784552e+02,5.422231131644650304e+03,5.434549290847240627e+03,1.638138667030472728e+00,1.638138667030472728e+00
-3.464635861137010124e+02,5.397999006254652159e+03,5.409106237450783738e+03,1.634892114954549447e+00,1.634892114954549447e+00
-3.677859245897518576e+02,5.428726879016106068e+03,5.441171014889928301e+03,1.638441059850340498e+00,1.638441059850340498e+00
-4.512494129609327160e+02,5.410967587178239228e+03,5.429751031326491102e+03,1.653999124792859599e+00,1.653999124792859599e+00
-5.661907770683703802e+02,5.433590171276753608e+03,5.463009623406554056e+03,1.674623587325839047e+00,1.674623587325839047e+00
-8.062383901942130251e+02,5.430529554298602307e+03,5.490052056395596992e+03,1.718183781602230287e+00,1.718183781602230287e+00
-1.040296491076929215e+03,5.390719821009572115e+03,5.490180049686206985e+03,1.761432038501049568e+00,1.761432038501049568e+00
-1.303184212601244781e+03,5.389908195028603586e+03,5.545214102522068060e+03,1.808025822428099172e+00,1.808025822428099172e+00
-1.548567858871574344e+03,5.372998255137310480e+03,5.591705702488166025e+03,1.851404575014697462e+00,1.851404575014697462e+00
-1.759239666766442497e+03,5.305298876531232054e+03,5.589375669468644446e+03,1.890986505453219557e+00,1.890986505453219557e+00
-1.960474933158066960e+03,5.235979290095068791e+03,5.590969601942545523e+03,1.929061684581860669e+00,1.929061684581860669e+00
-2.216879942445949382e+03,5.173584582465580752e+03,5.628546358620910723e+03,1.975627595035456707e+00,1.975627595035456707e+00
-2.441268530213047143e+03,5.061864441088300737e+03,5.619809930643807093e+03,2.020172925578190615e+00,2.020172925578190615e+00
-2.694747236725856965e+03,4.961626868757094599e+03,5.646184893768001530e+03,2.068340249911632345e+00,2.068340249911632345e+00
-2.942985766471128045e+03,4.829744548653186030e+03,5.655757917989137241e+03,2.118059597229124957e+00,2.118059597229124957e+00
-3.149504632653778572e+03,4.707970496596248267e+03,5.664306279495162926e+03,2.160393848010714990e+00,2.160393848010714990e+00
-3.370023905776249194e+03,4.597203860842765607e+03,5.700117934187944229e+03,2.203367059547879148e+00,2.203367059547879148e+00
-3.520558369638803470e+03,4.490965820381183221e+03,5.706409136564417167e+03,2.235655257319128619e+00,2.235655257319128619e+00
-3.607270189379924886e+03,4.438157482200569575e+03,5.719234219369056518e+03,2.253284848556020403e+00,2.253284848556020403e+00
-3.709522531255226113e+03,4.423931668028313652e+03,5.773363734710809695e+03,2.268583455390603909e+00,2.268583455390603909e+00
-3.787182460516260107e+03,4.349708341700579695e+03,5.767383604989493506e+03,2.287171531886527998e+00,2.287171531886527998e+00
-3.844456090915672576e+03,4.392944954701359165e+03,5.837620063862905226e+03,2.289707449041627818e+00,2.289707449041627818e+00
-3.940937583537399405e+03,4.347485484964907300e+03,5.867846204470440171e+03,2.307183679751199090e+00,2.307183679751199090e+00
-4.028463985866273106e+03,4.303702930522242241e+03,5.894945377152133915e+03,2.323173200598486421e+00,2.323173200598486421e+00
-4.139314846519368075e+03,4.237578988904332618e+03,5.923765954679432070e+03,2.344464648847821575e+00,2.344464648847821575e+00
-4.286886227543925088e+03,4.198694749190050970e+03,6.000535903132476960e+03,2.366587214441082221e+00,2.366587214441082221e+00
-4.413286780225704206e+03,4.066444470583436669e+03,6.001089137552747161e+03,2.397074214930404068e+00,2.397074214930404068e+00
-4.601846030653092384e+03,3.951623577140780981e+03,6.065666969530434471e+03,2.432067124538285885e+00,2.432067124538285885e+00
-4.833660356955828320e+03,3.798802160397643092e+03,6.147777671667066897e+03,2.475504956976577464e+00,2.475504956976577464e+00
-4.983517020301422235e+03,3.610684303649506091e+03,6.154062319497169483e+03,2.514595664327128777e+00,2.514595664327128777e+00
-5.156470502277253217e+03,3.436370204481933797e+03,6.196598116959548861e+03,2.553761492394135857e+00,2.553761492394135857e+00
-5.256615736381188981e+03,3.252946057108126752e+03,6.181720395684817049e+03,2.587443251516679865e+00,2.587443251516679865e+00
-5.403211464684348357e+03,3.109400527730420436e+03,6.234024845470748915e+03,2.619403222341761150e+00,2.619403222341761150e+00
-5.530495775702265746e+03,2.930660106564596845e+03,6.259005686630251148e+03,2.654305032950555976e+00,2.654305032950555976e+00
-5.562693664242759041e+03,2.744989802140243228e+03,6.203106464994813905e+03,2.683187396196368368e+00,2.683187396196368368e+00
-5.686613173047082455e+03,2.635806823437487765e+03,6.267778473299150392e+03,2.707560092879281566e+00,2.707560092879281566e+00
-5.702292708741832030e+03,2.465263852955598395e+03,6.212380220242459473e+03,2.733531082731915696e+00,2.733531082731915696e+00
-5.793850718216249334e+03,2.306489308196201819e+03,6.236072407677635965e+03,2.762731636001117597e+00,2.762731636001117597e+00
-5.810850538021746615e+03,2.130683480313862674e+03,6.189167639393040190e+03,2.790142052175468290e+00,2.790142052175468290e+00
-5.898524415186057922e+03,1.982043494947105501e+03,6.222626992871111725e+03,2.817422803330054570e+00,2.817422803330054570e+00
-5.996150906062957802e+03,1.852547231352816652e+03,6.275807273385044027e+03,2.841939666641848827e+00,2.841939666641848827e+00
-6.028794578276704669e+03,1.690862660491315182e+03,6.261420014956859632e+03,2.868153301977303116e+00,2.868153301977303116e+00
-6.058458281659868589e+03,1.577477356449239551e+03,6.260459372979200452e+03,2.886872401009967337e+00,2.886872401009967337e+00
-6.022128233710274799e+03,1.605598008113739979e+03,6.232493355544733276e+03,2.881037213889049653e+00,2.881037213889049653e+00
-5.980118920210639772e+03,1.576391636456727610e+03,6.184402387567613005e+03,2.883850463526784758e+00,2.883850463526784758e+00
-6.024696619831243879e+03,1.485383644481521742e+03,6.205105473100294148e+03,2.899864506254916208e+00,2.899864506254916208e+00
-6.097274620671307275e+03,1.352483182815547707e+03,6.245475847337920641e+03,2.923309265653448730e+00,2.923309265653448730e+00
-6.128000060610269429e+03,1.237574028920302226e+03,6.251717701551909158e+03,2.942318970487071805e+00,2.942318970487071805e+00
-6.143039855684181930e+03,1.144439503589582273e+03,6.248734307513858766e+03,2.957405588234756078e+00,2.957405588234756078e+00
-6.199490215651785547e+03,1.038744703493277029e+03,6.285910394922723754e+03,2.975581483551580586e+00,2.975581483551580586e+00
-6.247381319572745269e+03,9.337787352904817908e+02,6.316780515312147145e+03,2.993223800207049479e+00,2.993223800207049479e+00
-6.243247746780903981e+03,8.099333059510498742e+02,6.295564659962888072e+03,3.012583679421951821e+00,3.012583679421951821e+00
-6.263485750939262289e+03,7.255304791257781289e+02,6.305366621248890624e+03,3.026271665729817428e+00,3.026271665729817428e+00
-6.277679574970545218e+03,6.101142536151450031e+02,6.307257743938068415e+03,3.044709064802925802e+00,3.044709064802925802e+00
-6.250230481053231415e+03,5.293076766225374286e+02,6.272602943182236231e+03,3.057108130397975909e+00,3.057108130397975909e+00
-6.261301275507663377e+03,4.594742586722114766e+02,6.278137483127959968e+03,3.068340765092780309e+00,3.068340765092780309e+00
-6.222673017948309280e+03,3.842907453600222425e+02,6.234527958496239080e+03,3.079914446462705957e+00,3.079914446462705957e+00
-6.240977564644554150e+03,2.765403998260823073e+02,6.247101372247183463e+03,3.097311189333002091e+00,3.097311189333002091e+00
-6.198127204821434134e+03,1.697242753103238897e+02,6.200450562400863419e+03,3.114216340241798164e+00,3.114216340241798164e+00
-6.175476932636909623e+03,6.376583487690217567e+01,6.175806135819690098e+03,3.131267367057538831e+00,3.131267367057538831e+00
-6.111853989518525850e+03,-7.971706910490524933e+00,6.111859188275249835e+03,-3.140288351752140716e+00,3.142896955427445516e+00
-6.125706504324907655e+03,-4.202556593329825319e+01,6.125850661362917890e+03,-3.134732235679500878e+00,3.148453071500085354e+00
-6.082779948195184261e+03,-5.807946359557351457e+01,6.083057218394132178e+03,-3.132044766078419418e+00,3.151140541101166814e+00
-6.052332012271770509e+03,-5.595918234255779566e+01,6.052590702902197336e+03,-3.132347029303630848e+00,3.150838277875955384e+00
-6.055689649327709958e+03,-2.278420396071452103e+01,6.055732511342032922e+03,-3.137830225564257614e+00,3.145355081615328618e+00
-6.013932161572869518e+03,3.357732902689633647e+01,6.014025896271573401e+03,3.136009454572577848e+00,3.136009454572576960e+00
-5.968705381621404740e+03,6.787817138208208689e+01,5.969091336103552749e+03,3.130220799722553071e+00,3.130220799722552183e+00
-5.956154364995220021e+03,1.415273088863183375e+02,5.957835580041817593e+03,3.117835599403325997e+00,3.117835599403325109e+00
-5.886302894989035849e+03,1.951302616042322597e+02,5.889536279754972384e+03,3.108454903970905736e+00,3.108454903970904848e+00
-5.854890635640691471e+03,3.253142546261211123e+02,5.863921360282383830e+03,3.086086902829099810e+00,3.086086902829098921e+00
-5.841361395576152063e+03,3.741526455356498104e+02,5.853331799572675664e+03,3.077627732102222069e+00,3.077627732102221181e+00
-5.788997056882001743e+03,4.915847879134489631e+02,5.809831540440427489e+03,3.056878794258596432e+00,3.056878794258595544e+00
-5.766062370719583669e+03,5.564836637630618270e+02,5.792853297906266562e+03,3.045380458157752823e+00,3.045380458157751935e+00
-5.727692618373426740e+03,6.612037446181770974e+02,5.765730926991524939e+03,3.026661579598967755e+00,3.026661579598966867e+00
-5.673807202274580050e+03,7.450187131322766163e+02,5.722511778187981690e+03,3.011031180886295289e+00,3.011031180886294401e+00
-5.668402731344765925e+03,8.336119382842337018e+02,5.729371552654514744e+03,2.995576372160498213e+00,2.995576372160497325e+00
-5.575627776299204015e+03,9.090425779538438746e+02,5.649246277900458153e+03,2.979976044901442744e+00,2.979976044901441856e+00
-5.572585514007247184e+03,9.838128252915087160e+02,5.658762849433741394e+03,2.966848166517170871e+00,2.966848166517169982e+00
-5.485515869670098255e+03,1.044791466863837513e+03,5.584126929577620103e+03,2.953383233516857054e+00,2.953383233516856166e+00
-5.465533273690811257e+03,1.062389228648414246e+03,5.567829454910554887e+03,2.949606932815728388e+00,2.949606932815727500e+00
-5.474329926710272048e+03,1.129226460228494034e+03,5.589583217464059999e+03,2.938169198561568773e+00,2.938169198561567885e+00
-5.468845434848410150e+03,1.134106540304951523e+03,5.585200805255327396e+03,2.937115081961448215e+00,2.937115081961447327e+00
-5.458497848880816491e+03,1.134486052689127064e+03,5.575146398973093710e+03,2.936671552463925305e+00,2.936671552463924417e+00
-5.504350665747102539e+03,1.158887504452441135e+03,5.625024133235925547e+03,2.934083060138483745e+00,2.934083060138482857e+00
-5.518636533104430782e+03,1.123316559503012741e+03,5.631801601385525828e+03,2.940786305961625047e+00,2.940786305961624159e+00
-5.525869570191862294e+03,1.117599558881142684e+03,5.637753389496893760e+03,2.942035885921977290e+00,2.942035885921976401e+00
-5.528826724716456738e+03,1.138731706824953562e+03,5.644876867750737802e+03,2.938470422484676714e+00,2.938470422484675826e+00
-5.562037597161081067e+03,1.119433918495589523e+03,5.673569822440876123e+03,2.942982699090624266e+00,2.942982699090623377e+00
-5.571356896601319932e+03,1.118577014573495035e+03,5.682537479580688341e+03,2.943454111730642087e+00,2.943454111730641198e+00
-5.565735105885674784e+03,1.154202107074985861e+03,5.684152511400847288e+03,2.937114567301446044e+00,2.937114567301445156e+00
-5.552461361387216130e+03,1.169078614608924909e+03,5.674202320752573542e+03,2.934072390139265352e+00,2.934072390139264463e+00
-5.611661647501659900e+03,1.182507163978417566e+03,5.734899270161710774e+03,2.933907929411024185e+00,2.933907929411023296e+00
-5.597694891368503704e+03,1.195006779211165849e+03,5.723829950235565775e+03,2.931267930982976111e+00,2.931267930982975223e+00
-5.622845717237623830e+03,1.216815440345446859e+03,5.753002153286627617e+03,2.928473361830609800e+00,2.928473361830608912e+00
-5.581174770701330999e+03,1.217467439618265871e+03,5.712419696384686176e+03,2.926818886094324501e+00,2.926818886094323613e+00
-5.603716702681077550e+03,1.254570490538874537e+03,5.742437461534766044e+03,2.921342732216016813e+00,2.921342732216015925e+00
-5.559818680265136209e+03,1.291234800695284775e+03,5.707790384023554907e+03,2.913394010227270403e+00,2.913394010227269515e+00
-5.580844636945730599e+03,1.315104097013589580e+03,5.733700868349154916e+03,2.910168524815354818e+00,2.910168524815353930e+00
-5.554530612830273640e+03,1.375864826250156284e+03,5.722395857416806393e+03,2.898778577035983961e+00,2.898778577035983073e+00
-5.580297412292677109e+03,1.391840745755118405e+03,5.751255503903866156e+03,2.897159447023057499e+00,2.897159447023056611e+00
-5.530496987672552677e+03,1.405789937361426837e+03,5.706368571923989293e+03,2.892675569966468352e+00,2.892675569966467464e+00
-5.496602480696767088e+03,1.471828378664398087e+03,5.690247587499486144e+03,2.879959930339906826e+00,2.879959930339905938e+00
-5.493831984899906274e+03,1.463186912560299334e+03,5.685341310721545597e+03,2.881302115223145499e+00,2.881302115223144611e+00
-5.470346534913775031e+03,1.529421836954216815e+03,5.680125207017496905e+03,2.868969668915904325e+00,2.868969668915903437e+00
-5.449506360974226482e+03,1.523821729086959749e+03,5.658546831151627885e+03,2.868931123860267274e+00,2.868931123860266386e+00
-5.448838793520507352e+03,1.582311117010900944e+03,5.673936258788100531e+03,2.858971661434319245e+00,2.858971661434318356e+00
-5.450728658036262459e+03,1.591038156837437555e+03,5.678190320872528901e+03,2.857588511561999667e+00,2.857588511561998779e+00
-5.484535216122819293e+03,1.591727496313169695e+03,5.710842578762854828e+03,2.859131354067995456e+00,2.859131354067994568e+00
-5.425525587450903913e+03,1.579384392639675980e+03,5.650732957749664820e+03,2.858318503067625915e+00,2.858318503067625027e+00
-5.460477508016101638e+03,1.558598733838358839e+03,5.678560084094582635e+03,2.863553365613078050e+00,2.863553365613077162e+00
-5.495260289280541656e+03,1.559848967909447765e+03,5.712356295753254017e+03,2.865014170883650735e+00,2.865014170883649847e+00
-5.505046694899074282e+03,1.487282565847208161e+03,5.702416026886523468e+03,2.877725068578280254e+00,2.877725068578279366e+00
-5.525523781441179381e+03,1.418579708537310580e+03,5.704715720239339134e+03,2.890287936092620136e+00,2.890287936092619248e+00
-5.595503105225070613e+03,1.311636292672571017e+03,5.747177112708399363e+03,2.911340836085484440e+00,2.911340836085483552e+00
-5.619874382060040261e+03,1.243236663335916546e+03,5.755747168804180546e+03,2.923877602972268175e+00,2.923877602972267287e+00
-5.664221411306043592e+03,1.096068684471791130e+03,5.769295516558113377e+03,2.950447713984353015e+00,2.950447713984352127e+00
-5.683279537250812609e+03,9.935076920709368551e+02,5.769464778706766992e+03,2.968529025866274651e+00,2.968529025866273763e+00
-5.709095986091830127e+03,8.886370124550051059e+02,5.777841527622127614e+03,2.987178891615712040e+00,2.987178891615711152e+00
-5.715719640126560080e+03,7.647978895506297476e+02,5.766659935906536703e+03,3.008576686768557273e+00,3.008576686768556385e+00
-5.722893306050866158e+03,6.544974529350895409e+02,5.760197453936829334e+03,3.027722597527308768e+00,3.027722597527307880e+00
-5.762153841298984844e+03,5.703716935127188208e+02,5.790314392116995805e+03,3.042928210900672781e+00,3.042928210900671893e+00
-5.792864053039293140e+03,4.787580701400881367e+02,5.812614147414146828e+03,3.059133877339355934e+00,3.059133877339355045e+00
-5.803008696439057530e+03,4.892031501678792438e+02,5.823592504037478648e+03,3.057489870341493443e+00,3.057489870341492555e+00
-5.700835167076007565e+03,4.829995396339347735e+02,5.721259490484339949e+03,3.057070160640649625e+00,3.057070160640648737e+00
-5.687780591939907026e+03,5.801837173441490449e+02,5.717294920495141014e+03,3.039938960681908497e+00,3.039938960681907609e+00
